	ENST_Nested	ENST_Host	geneChr_Nested	geneStart_Nested	geneEnd_Nested	SYMBOL_Nested	Strand_Nested	biotype_Nested	geneChr_Host	geneStart_Host	geneEnd_Host	SYMBOL_Host	Strand_Host	biotype_Host	Overlap_size	Strandness	pairid	seqnames	start	end	width	strand	V5	annotation	genic	Intergenic	Promoter	fiveUTR	threeUTR	Exon	Intron	downstream	distal_intergenic	exon_intron_number	exon_intron_total_number
17681	ENST00000384188.1	ENST00000635306.1_3	chr2	49460932	49461038	RNU6-439P	-	snRNA	chr2	49429264	49679034	AC009975.2	-	lncRNA	106	same	11242_ID	chr2	49460933	49461038	106	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	3	6
18671	ENST00000384474.1	ENST00000379864.6_4	chr13	36841304	36841411	RNU6-71P	+	snRNA	chr13	36796144	36871961	CCDC169	-	protein_coding	107	opposite	11449_ID	chr13	36841305	36841411	107	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	3	6
29761	ENST00000408879.1	ENST00000647441.1_2	chr20	18591690	18591811	RNU6ATAC34P	-	snRNA	chr20	18568585	18747288	DTD1	+	nonsense_mediated_decay	121	opposite	11677_ID	chr20	18591691	18591811	121	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	3	6
31281	ENST00000410619.1	ENST00000651573.1_3	chr5	73567506	73567590	AC106732.1	-	miRNA	chr5	73554513	73617064	LINC01335	-	lncRNA	84	same	3637_ID	chr5	73567507	73567590	84	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	5	6
34471	ENST00000415333.1_1	ENST00000636307.1_3	chr7	155302977	155311318	AC008060.2	+	lncRNA	chr7	155293275	155437100	AC009403.2	-	lncRNA	8341	opposite	688_ID	chr7	155302978	155311318	8341	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	4	6
37601	ENST00000423637.1_3	ENST00000649121.1_2	chr9	117881817	117900688	AL162425.1	-	lncRNA	chr9	117731863	118003268	DELEC1	+	lncRNA	18871	opposite	5199_ID	chr9	117881818	117900688	18871	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	3	6
38971	ENST00000428285.1_3	ENST00000647441.1_2	chr20	18655038	18679353	DTD1-AS1	-	lncRNA	chr20	18568585	18747288	DTD1	+	nonsense_mediated_decay	24315	opposite	6856_ID	chr20	18655039	18679353	24315	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	5	6
40751	ENST00000433113.1_1	ENST00000669711.1_3	chr10	97593264	97633515	AL365273.1	+	lncRNA	chr10	97492732	97849996	ENTPD1-AS1	-	lncRNA	40251	opposite	5537_ID	chr10	97593265	97633515	40251	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	3	6
42721	ENST00000438597.1_3	ENST00000638983.1_4	chr1	211305929	211306716	KCNH1-IT1	-	lncRNA	chr1	211031504	211307488	AL590132.1	-	protein_coding	787	same	7412_ID	chr1	211305930	211306716	787	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	6
42801	ENST00000438893.2_1	ENST00000411974.5_6	chr22	24994020	24995365	AP000356.1	+	lncRNA	chr22	24990780	25011074	GGT1	+	protein_coding	1345	same	5983_ID	chr22	24994021	24995365	1345	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	6
44201	ENST00000442482.1_3	ENST00000621802.1_1	chr20	42178028	42179589	Z98752.1	-	lncRNA	chr20	42168810	42198138	Z98752.3	+	nonsense_mediated_decay	1561	opposite	12975_ID	chr20	42178029	42179589	1561	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	2	6
45311	ENST00000446246.1_3	ENST00000474070.5_3	chr7	29239155	29248586	CHN2-AS1	-	lncRNA	chr7	29186212	29519972	CHN2	+	nonsense_mediated_decay	9431	opposite	6645_ID	chr7	29239156	29248586	9431	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	6
46451	ENST00000449258.1_3	ENST00000374531.6_5	chr9	112522639	112534323	AL158829.1	-	lncRNA	chr9	112403067	112708983	PALM2AKAP2	+	protein_coding	11684	opposite	5116_ID	chr9	112522640	112534323	11684	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	6
51161	ENST00000459460.1	ENST00000415011.6_3	chr2	202006626	202006689	RNU7-45P	+	snRNA	chr2	202005011	202022546	CFLAR-AS1	-	lncRNA	63	opposite	11783_ID	chr2	202006627	202006689	63	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	6	6
51741	ENST00000461895.2	ENST00000506254.5_3	chr3	139328512	139328781	RN7SL724P	-	misc_RNA	chr3	139279021	139396859	NMNAT3	-	nonsense_mediated_decay	269	same	10384_ID	chr3	139328513	139328781	269	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	3	6
55611	ENST00000487715.2	ENST00000651573.1_3	chr5	73613810	73614107	RN7SL814P	+	misc_RNA	chr5	73554513	73617064	LINC01335	-	lncRNA	297	opposite	10453_ID	chr5	73613811	73614107	297	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	2	6
56621	ENST00000494527.2	ENST00000647441.1_2	chr20	18572973	18573261	RN7SL638P	+	misc_RNA	chr20	18568585	18747288	DTD1	+	nonsense_mediated_decay	288	same	10326_ID	chr20	18572974	18573261	288	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	6
59391	ENST00000507918.5_2	ENST00000514917.3_4	chr7	102191678	102202516	SPDYE2	+	protein_coding	chr7	102181947	102232891	AC093668.1	-	protein_coding	11077	opposite	12521_ID	chr7	102191679	102202516	10838	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	6	6
60011	ENST00000509974.1_1	ENST00000513421.5_5	chr4	54459122	54470214	LNX1-AS2	+	lncRNA	chr4	54439792	54567572	LNX1	-	protein_coding	11092	opposite	7847_ID	chr4	54459123	54470214	11092	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	5	6
61001	ENST00000512833.1_1	ENST00000641499.1_4	chr4	145772723	145795939	AC109811.1	+	lncRNA	chr4	145753059	146019366	ANAPC10	-	nonsense_mediated_decay	23216	opposite	3777_ID	chr4	145772724	145795939	23216	*	+	Exon	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	5	6
62511	ENST00000516038.1	ENST00000665764.1_1	chr9	120493652	120493749	snoZ13_snr52	-	snoRNA	chr9	120466680	120834592	AL160272.2	+	nonsense_mediated_decay	97	opposite	12474_ID	chr9	120493653	120493749	97	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	6
65741	ENST00000516967.1	ENST00000533109.6_4	chr11	122319917	122320039	RNU4ATAC10P	+	snRNA	chr11	122025462	122427429	MIR100HG	-	lncRNA	122	opposite	10721_ID	chr11	122319918	122320039	122	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	3	6
66771	ENST00000517226.1	ENST00000533109.6_4	chr11	122322181	122322307	RNU4ATAC5P	+	snRNA	chr11	122025462	122427429	MIR100HG	-	lncRNA	126	opposite	10732_ID	chr11	122322182	122322307	126	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	3	6
67051	ENST00000517275.1	ENST00000593039.5_7	chr17	33420927	33420992	RNU6-840P	+	snRNA	chr17	33338367	33448512	AC004223.3	-	protein_coding	65	opposite	11547_ID	chr17	33420928	33420992	65	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	5	6
69931	ENST00000526777.1_5	ENST00000533109.6_4	chr11	122165897	122178727	AP000755.2	+	lncRNA	chr11	122025462	122427429	MIR100HG	-	lncRNA	12830	opposite	6020_ID	chr11	122165898	122178727	12830	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	3	6
70121	ENST00000527100.1_3	ENST00000533109.6_4	chr11	122165645	122172471	AP000755.1	-	lncRNA	chr11	122025462	122427429	MIR100HG	-	lncRNA	6826	same	6019_ID	chr11	122165646	122172471	6826	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	3	6
71701	ENST00000532619.1_1	ENST00000648261.1_1	chr11	118303835	118305921	AP001267.2	-	lncRNA	chr11	118272321	118353452	AP001267.5	+	protein_coding	2086	opposite	6112_ID	chr11	118303836	118305921	2086	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	6
71821	ENST00000533009.1_3	ENST00000054950.4_3	chr11	32118688	32126637	AL078612.1	-	lncRNA	chr11	32112619	32127268	RCN1	+	protein_coding	7949	opposite	4669_ID	chr11	32118689	32126637	7949	*	-	Exon	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	2	6
77401	ENST00000558192.1_3	ENST00000560807.5_3	chr15	78573291	78574532	AC090607.4	-	lncRNA	chr15	78570176	78582371	WDR61	-	protein_coding	1241	same	2920_ID	chr15	78573292	78574532	1241	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	5	6
80831	ENST00000565513.1_3	ENST00000379390.10_2	chr15	83782368	83783318	AC024270.2	-	lncRNA	chr15	83776323	83806160	TM6SF1	+	protein_coding	950	opposite	2010_ID	chr15	83782369	83783318	950	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	2	6
83511	ENST00000572792.1_3	ENST00000576708.5_4	chr17	5267609	5274921	AC015727.1	-	lncRNA	chr17	5265108	5292170	NUP88	-	nonsense_mediated_decay	7312	same	1474_ID	chr17	5267610	5274921	7312	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	6	6
85821	ENST00000577850.1_3	ENST00000591482.1_1	chr17	26688622	26689881	AC002094.2	-	lncRNA	chr17	26684669	26708716	AC002094.1	+	lncRNA	1259	opposite	36_ID	chr17	26688623	26689881	1259	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	5	6
89481	ENST00000580047.1	ENST00000640723.1_4	chr17	45050382	45050466	MIR5089	+	miRNA	chr17	45006917	45052890	GOSR2	+	protein_coding	84	same	8827_ID	chr17	45050383	45050466	84	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	6	6
89601	ENST00000580150.1_3	ENST00000332968.11_5	chr18	47010905	47012519	AC100778.2	-	lncRNA	chr18	47008521	47018849	RPL17-C18orf32	-	protein_coding	1614	same	3409_ID	chr18	47010906	47012519	1614	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	5	6
90191	ENST00000580489.1	ENST00000648261.1_1	chr11	118301122	118301419	RN7SL86P	+	misc_RNA	chr11	118272321	118353452	AP001267.5	+	protein_coding	297	same	10493_ID	chr11	118301123	118301419	297	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	6
90421	ENST00000580591.1	ENST00000648506.1_3	chr3	75762166	75762465	RN7SL92P	-	misc_RNA	chr3	75727810	75834487	ZNF717	-	processed_transcript	299	same	10499_ID	chr3	75762167	75762465	299	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	5	6
93601	ENST00000582325.1_1	ENST00000255389.10_4	chr17	17410664	17411622	AC020558.2	+	lncRNA	chr17	17408876	17495022	PEMT	-	protein_coding	958	opposite	1709_ID	chr17	17410665	17411622	958	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	5	6
94421	ENST00000582802.1	ENST00000657233.1_1	chr14	27377847	27377931	MIR4307	+	miRNA	chr14	27342297	27387800	MIR4307HG	+	lncRNA	84	same	8500_ID	chr14	27377848	27377931	84	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	4	6
94471	ENST00000582824.1	ENST00000648506.1_3	chr3	75787430	75787514	MIR4273	+	miRNA	chr3	75727810	75834487	ZNF717	-	processed_transcript	84	opposite	8472_ID	chr3	75787431	75787514	84	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	4	6
95181	ENST00000583200.1	ENST00000334805.10_3	chr11	72494574	72494637	MIR4692	+	miRNA	chr11	72465774	72504726	STARD10	-	protein_coding	63	opposite	8677_ID	chr11	72494575	72494637	63	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	6
98471	ENST00000585069.1	ENST00000322220.1_1	chr7	43190493	43190593	MIR3943	+	miRNA	chr7	43157494	43202786	HECW1-IT1	+	lncRNA	100	same	8440_ID	chr7	43190494	43190593	100	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	5	6
98501	ENST00000585070.1	ENST00000591482.1_1	chr17	26687676	26687757	MIR4723	+	miRNA	chr17	26684669	26708716	AC002094.1	+	lncRNA	81	same	8712_ID	chr17	26687677	26687757	81	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	4	6
99301	ENST00000586051.1_1	ENST00000316737.5_3	chr19	11432831	11434871	AC011472.3	+	lncRNA	chr19	11406823	11437672	TSPAN16	+	protein_coding	2040	same	1236_ID	chr19	11432832	11434871	2040	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	6	6
100611	ENST00000590309.1_1	ENST00000593039.5_7	chr17	33400849	33401393	AC004223.2	-	lncRNA	chr17	33338367	33448512	AC004223.3	-	protein_coding	544	same	112_ID	chr17	33400850	33401393	544	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	5	6
104601	ENST00000602426.1_1	ENST00000636437.1_4	chr6	106548014	106548468	AL022067.1	+	lncRNA	chr6	106493297	106773637	ATG5	-	protein_coding	454	opposite	4467_ID	chr6	106548015	106548468	454	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	6	6
104791	ENST00000602598.1_1	ENST00000648261.1_1	chr11	118286691	118287236	AP001267.4	+	lncRNA	chr11	118272321	118353452	AP001267.5	+	protein_coding	545	same	6114_ID	chr11	118286692	118287236	545	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	6
105431	ENST00000602975.1_1	ENST00000558745.5_3	chr15	77359995	77360667	AC090181.2	-	lncRNA	chr15	77338673	77376326	TSPAN3	-	protein_coding	672	same	2877_ID	chr15	77359996	77360667	672	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	6
110511	ENST00000609909.1_1	ENST00000437429.6_3	chr1	110912775	110915625	AL355488.1	+	lncRNA	chr1	110905472	110933704	SLC16A4	-	protein_coding	2850	opposite	5342_ID	chr1	110912776	110915625	2850	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	6	6
111811	ENST00000612426.1_1	ENST00000593039.5_7	chr17	33345678	33346010	AC004223.4	+	lncRNA	chr17	33338367	33448512	AC004223.3	-	protein_coding	332	opposite	113_ID	chr17	33345679	33346010	332	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	5	6
114831	ENST00000619665.1_1	ENST00000560851.2_2	chr15	81695366	81695911	AC109809.1	+	lncRNA	chr15	81624251	81809317	TMC3-AS1	+	lncRNA	545	same	3776_ID	chr15	81695367	81695911	545	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	6	6
115731	ENST00000621471.1_1	ENST00000560851.2_2	chr15	81627917	81628460	AC103858.2	+	lncRNA	chr15	81624251	81809317	TMC3-AS1	+	lncRNA	543	same	3485_ID	chr15	81627918	81628460	543	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	2	6
116661	ENST00000623663.2_2	ENST00000530059.2_5	chr1	54603418	54608653	AL357673.2	+	lncRNA	chr1	54598640	54618595	CDCP2	-	protein_coding	5235	opposite	5431_ID	chr1	54603419	54608653	5235	*	+	Exon	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	3	6
117231	ENST00000624923.1_1	ENST00000433835.3_4	chr22	24207434	24215464	AP000350.8	-	lncRNA	chr22	24204374	24237410	AP000350.4	+	protein_coding	8030	opposite	5979_ID	chr22	24207435	24215464	8030	*	-	Exon	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	2	6
119071	ENST00000638815.1_2	ENST00000628444.1_3	chr15	22358191	22371172	OR4M2	+	processed_transcript	chr15	22303183	22383815	LINC02203	+	protein_coding	12981	same	9392_ID	chr15	22358192	22371172	12981	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	6	6
119881	ENST00000642619.1_1	ENST00000474070.5_3	chr7	29231197	29233725	AC004593.1	-	lncRNA	chr7	29186212	29519972	CHN2	+	nonsense_mediated_decay	2528	opposite	144_ID	chr7	29231198	29233725	2528	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	6
122171	ENST00000651064.1_3	ENST00000587519.4_4	chr19	38780756	38783063	AC011479.4	-	lncRNA	chr19	38779790	38795550	AC011479.1	+	protein_coding	2307	opposite	1248_ID	chr19	38780757	38783063	2307	*	-	Exon	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	2	6
121311	ENST00000364574.1	ENST00000665764.1_1	chr9	120470273	120470380	RNU6-1082P	-	snRNA	chr9	120466680	120834592	AL160272.2	+	nonsense_mediated_decay	107	opposite	10819_ID	chr9	120470274	120470380	107	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	6
13322	ENST00000365223.1	ENST00000580261.5_4	chr18	47015614	47015678	SNORD58C	-	snoRNA	chr18	47014853	47018893	RPL17	-	protein_coding	64	same	12432_ID	chr18	47015615	47015678	64	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	6	6
16521	ENST00000383875.1	ENST00000580261.5_4	chr18	47017652	47017717	SNORD58A	-	snoRNA	chr18	47014853	47018893	RPL17	-	protein_coding	65	same	12426_ID	chr18	47017653	47017717	65	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	3	6
21472	ENST00000385070.1	ENST00000356578.8_5	chr11	2155363	2155439	MIR483	-	miRNA	chr11	2153767	2182439	INS-IGF2	-	nonsense_mediated_decay	76	same	8789_ID	chr11	2155364	2155439	76	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	5	6
3726	ENST00000422761.1_3	ENST00000606025.5_5	chr2	71168956	71175740	ATP6V1B1-AS1	-	lncRNA	chr2	71166447	71222466	AC007040.2	-	protein_coding	6794	same	6379_ID	chr2	71168957	71175740	6784	*	-	Exon	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	6	6
38621	ENST00000426937.5_4	ENST00000451200.6_2	chr3	42850974	42984284	KRBOX1	+	protein_coding	chr3	42850937	43073827	AC092042.3	+	processed_transcript	133310	same	7465_ID	chr3	42850975	42984284	133310	*	+	Exon	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	1	6
42691	ENST00000438597.1_3	ENST00000638880.1_3	chr1	211305929	211306716	KCNH1-IT1	-	lncRNA	chr1	211256213	211361875	AC092017.2	-	protein_coding	787	same	7411_ID	chr1	211305930	211306716	787	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	3	6
53211	ENST00000471592.2	ENST00000622785.4_1	chr4	154302878	154303167	RN7SL419P	-	misc_RNA	chr4	154265800	154336247	MND1	+	protein_coding	289	opposite	10169_ID	chr4	154302879	154303167	289	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	4	6
108001	ENST00000607313.1	ENST00000580261.5_4	chr18	47018033	47018099	SNORD58B	-	snoRNA	chr18	47014853	47018893	RPL17	-	protein_coding	66	same	12429_ID	chr18	47018034	47018099	66	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	6
116411	ENST00000623188.1_3	ENST00000645813.1_3	chr21	45593986	45608568	FP565260.5	-	lncRNA	chr21	45592051	45614221	AP001056.2	-	lncRNA	14582	same	7074_ID	chr21	45593987	45608568	14582	*	-	Exon	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	3	6
42181	ENST00000437102.1_3	ENST00000426937.5_4	chr3	42897496	42917390	CYP8B1	-	protein_coding	chr3	42850974	42984284	KRBOX1	+	protein_coding	19894	opposite	6761_ID	chr3	42897497	42917390	19894	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	2	6
45891	ENST00000447834.1_3	ENST00000426937.5_4	chr3	42975743	42978277	KRBOX1-AS1	-	lncRNA	chr3	42850974	42984284	KRBOX1	+	protein_coding	2534	opposite	7467_ID	chr3	42975744	42978277	2534	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	3	6
4	ENST00000016171.6_4	ENST00000493385.5_1	chr10	101470624	101491884	COX15	-	protein_coding	chr10	101462314	101503080	CUTC	+	processed_transcript	21260	opposite	6695_ID	chr10	101470625	101491884	21260	*	-	Exon	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	2	5
24	ENST00000218758.9_3	ENST00000585493.5_3	chr19	11685474	11689800	ACP5	-	protein_coding	chr19	11670262	11725658	ZNF627	+	protein_coding	4349	opposite	4333_ID	chr19	11685475	11689800	4326	*	-	Exon	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	3	5
32	ENST00000222329.9_4	ENST00000594664.1_7	chr19	42751720	42759280	ERF	-	protein_coding	chr19	42738734	42759284	AC006486.1	-	protein_coding	7560	same	6920_ID	chr19	42751721	42759280	7560	*	-	Exon	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	1	5
49	ENST00000229134.5_4	ENST00000536914.1_1	chr12	68595128	68619590	IL26	-	protein_coding	chr12	68383308	68628466	IFNG-AS1	+	lncRNA	24462	opposite	7351_ID	chr12	68595129	68619590	24462	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	5	5
50	ENST00000229135.4_4	ENST00000536914.1_1	chr12	68548547	68553520	IFNG	-	protein_coding	chr12	68383308	68628466	IFNG-AS1	+	lncRNA	4973	opposite	7330_ID	chr12	68548548	68553520	4973	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	5	5
79	ENST00000241356.5_3	ENST00000369717.8_3	chr1	112042050	112046255	ADORA3	-	protein_coding	chr1	112025969	112106584	TMIGD3	-	protein_coding	4205	same	4362_ID	chr1	112042051	112046255	4205	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	5
97	ENST00000246186.8_2	ENST00000635104.1_3	chr20	33814492	33864801	MMP24	+	protein_coding	chr20	33789547	33865904	MMP24OS	-	processed_transcript	50309	opposite	9150_ID	chr20	33814493	33864801	50309	*	+	Exon	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	2	5
109	ENST00000250055.3_4	ENST00000423172.6_1	chr17	7491495	7493412	SOX15	-	protein_coding	chr17	7487170	7496107	MPDU1	+	protein_coding	1917	opposite	12493_ID	chr17	7491496	7493412	1917	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	5	5
119	ENST00000253754.8_2	ENST00000431054.5_6	chr5	131593388	131609147	PDLIM4	+	protein_coding	chr5	131546073	131630964	P4HA2	-	protein_coding	15759	opposite	9530_ID	chr5	131593389	131609147	15759	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	5
138	ENST00000256412.8_2	ENST00000519689.1_3	chr8	24241797	24263526	ADAMDEC1	+	protein_coding	chr8	24158397	24769586	AC120193.1	-	lncRNA	21729	opposite	4350_ID	chr8	24241798	24263526	21729	*	+	Exon	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	3	5
143	ENST00000257696.5_2	ENST00000462662.1_1	chr7	128095931	128098472	HILPDA	+	protein_coding	chr7	128095893	128133913	AC010655.4	+	lncRNA	2570	same	7238_ID	chr7	128095932	128098472	2541	*	+	Exon	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	1	5
169	ENST00000263847.6_4	ENST00000661394.1_1	chr11	59341870	59383247	OSBP	-	protein_coding	chr11	59333395	59406964	AP000442.1	+	lncRNA	41377	opposite	9478_ID	chr11	59341871	59383247	41377	*	-	Exon	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	2	5
190	ENST00000268655.5_2	ENST00000575785.2_3	chr16	3451214	3459364	ZNF174	+	protein_coding	chr16	3415111	3529550	AC025283.2	+	nonsense_mediated_decay	8150	same	13024_ID	chr16	3451215	3459364	8150	*	+	Exon	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	2	5
196	ENST00000272421.10_2	ENST00000606025.5_5	chr2	71205509	71212629	ANKRD53	+	protein_coding	chr2	71166447	71222466	AC007040.2	-	protein_coding	7120	opposite	5954_ID	chr2	71205510	71212629	7120	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	5	5
201	ENST00000273990.6_5	ENST00000515026.1_2	chr4	101107026	101111625	DDIT4L	-	protein_coding	chr4	100929227	101116256	H2AZ1-DT	+	lncRNA	4913	opposite	6781_ID	chr4	101107027	101111625	4599	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	5	5
