	ENST_Nested	ENST_Host	geneChr_Nested	geneStart_Nested	geneEnd_Nested	SYMBOL_Nested	Strand_Nested	biotype_Nested	geneChr_Host	geneStart_Host	geneEnd_Host	SYMBOL_Host	Strand_Host	biotype_Host	Overlap_size	Strandness	pairid	seqnames	start	end	width	strand	V5	annotation	genic	Intergenic	Promoter	fiveUTR	threeUTR	Exon	Intron	downstream	distal_intergenic	exon_intron_number	exon_intron_total_number
2605	ENSMUST00000140320.8	ENSMUST00000228216.1	chr14	100213141	100245339	4930517O19Rik	+	antisense	chr14	99870631	100284679	Klf12	-	protein_coding	32198	opposite	242_ID	chr14	100213142	100245339	32198	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	7
2607	ENSMUST00000140464.1	ENSMUST00000071543.11	chr2	58705768	58735396	Gm13558	+	sense_intronic	chr2	58567386	58792971	Upp2	+	protein_coding	29628	same	1141_ID	chr2	58705769	58735396	29628	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	7
2611	ENSMUST00000140669.1	ENSMUST00000110255.7	chr8	66439454	66442809	Gm15356	-	antisense	chr8	65618085	66471637	Marchf1	+	protein_coding	3355	opposite	1278_ID	chr8	66439455	66442809	3355	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	6	7
2618	ENSMUST00000141004.1	ENSMUST00000127851.8	chr14	21741564	21746632	Gm15935	+	antisense	chr14	21733397	21748642	Dusp13	-	protein_coding	5090	opposite	1429_ID	chr14	21741565	21746632	5068	*	+	Exon	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	3	7
2637	ENSMUST00000141752.1	ENSMUST00000075069.10	chr9	29590483	29592510	Gm15521	-	sense_intronic	chr9	28994749	29963129	Ntm	-	protein_coding	2027	same	1312_ID	chr9	29590484	29592510	2027	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	7
2645	ENSMUST00000142107.1	ENSMUST00000010502.12	chr11	101456575	101457390	Gm11626	-	antisense	chr11	101448406	101458698	Ifi35	+	protein_coding	815	opposite	970_ID	chr11	101456576	101457390	815	*	-	Exon	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	2	7
2727	ENSMUST00000145170.1	ENSMUST00000094681.10	chr2	73459704	73477602	Gm13708	+	lincRNA	chr2	73429609	73529734	Wipf1	-	protein_coding	17898	opposite	1165_ID	chr2	73459705	73477602	17898	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	7
2741	ENSMUST00000145909.8	ENSMUST00000090150.10	chr15	37432476	37734335	Gm49397	-	processed_transcript	chr15	37366174	37792433	Ncald	-	protein_coding	301859	same	5330_ID	chr15	37432477	37734335	301859	*	-	Exon	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	2	7
2754	ENSMUST00000146250.1	ENSMUST00000105686.2	chr4	149748517	149749607	Gm13068	+	antisense	chr4	149744035	149774277	Slc25a33	-	protein_coding	1090	opposite	1101_ID	chr4	149748518	149749607	1090	*	+	Exon	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	6	7
2767	ENSMUST00000146915.1	ENSMUST00000049091.8	chr11	63964225	63968040	9630013K17Rik	+	antisense	chr11	63962626	64079466	Cox10	-	protein_coding	3815	opposite	379_ID	chr11	63964226	63968040	3815	*	+	Exon	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	7	7
2817	ENSMUST00000149283.1	ENSMUST00000060447.12	chr2	69871411	69872202	Gm13625	-	processed_transcript	chr2	69871197	69885615	Mettl5	-	protein_coding	791	same	1158_ID	chr2	69871412	69872202	791	*	-	Exon	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	6	7
2824	ENSMUST00000149386.7	ENSMUST00000034522.7	chr9	40780741	40784181	Gm16096	-	processed_transcript	chr9	40686011	40785319	Clmp	+	protein_coding	3440	opposite	1487_ID	chr9	40780742	40784181	3440	*	-	Exon	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	6	7
2825	ENSMUST00000149398.1	ENSMUST00000114610.7	chr2	20420569	20432934	Gm13335	-	antisense	chr2	19909779	20744816	Etl4	+	protein_coding	12365	opposite	1123_ID	chr2	20420570	20432934	12365	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	3	7
2839	ENSMUST00000149950.1	ENSMUST00000144806.7	chr10	42698035	42698518	Gm15200	-	antisense	chr10	42583837	42700492	Ostm1	+	protein_coding	483	opposite	1257_ID	chr10	42698036	42698518	483	*	-	Exon	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	6	7
2854	ENSMUST00000150690.1	ENSMUST00000026839.4	chrX	167361454	167364421	Gm15239	+	antisense	chrX	167346321	167382749	Prps2	-	protein_coding	2967	opposite	1260_ID	chrX	167361455	167364421	2967	*	+	Exon	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	4	7
2873	ENSMUST00000151817.1	ENSMUST00000108674.8	chr11	68269557	68270879	Gm12305	-	sense_intronic	chr11	68209363	68400823	Ntn1	-	protein_coding	1322	same	1053_ID	chr11	68269558	68270879	1322	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	4	7
2903	ENSMUST00000152781.2	ENSMUST00000021285.13	chr11	68192192	68196153	C78197	-	antisense	chr11	67966192	68207148	Stx8	+	protein_coding	3961	opposite	596_ID	chr11	68192193	68196153	3961	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	7	7
2912	ENSMUST00000153089.2	ENSMUST00000154169.3	chr5	63923900	63924970	Gm15819	+	antisense	chr5	63908896	63968897	Rell1	-	protein_coding	1070	opposite	1393_ID	chr5	63923901	63924970	1070	*	+	Exon	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	6	7
2955	ENSMUST00000154897.1	ENSMUST00000030964.5	chr5	43909214	43909885	Gm16015	-	antisense	chr5	43868552	43912375	Cd38	+	protein_coding	671	opposite	1453_ID	chr5	43909215	43909885	671	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	7	7
2968	ENSMUST00000155350.1	ENSMUST00000122912.7	chr2	65944298	65954070	Gm13617	-	antisense	chr2	65845766	66031546	Csrnp3	+	protein_coding	9772	opposite	1154_ID	chr2	65944299	65954070	9772	*	-	Exon	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	4	7
2977	ENSMUST00000155722.1	ENSMUST00000122912.7	chr2	65852407	65860619	Gm13619	-	antisense	chr2	65845766	66031546	Csrnp3	+	protein_coding	8212	opposite	1156_ID	chr2	65852408	65860619	8212	*	-	Exon	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	2	7
3023	ENSMUST00000157087.1	ENSMUST00000101339.7	chrX	101912629	101912724	Gm25828	-	snRNA	chrX	101849384	102092055	Nhsl2	+	protein_coding	95	opposite	3447_ID	chrX	101912630	101912724	95	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	7
3072	ENSMUST00000157218.1	ENSMUST00000108122.7	chr4	36756047	36756154	Gm23314	+	snRNA	chr4	35707405	36951223	Lingo2	-	protein_coding	107	opposite	2379_ID	chr4	36756048	36756154	107	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	7
3110	ENSMUST00000157320.1	ENSMUST00000193603.5	chr3	25546019	25546154	Gm24250	+	rRNA	chr3	25426214	26332460	Nlgn1	-	protein_coding	135	opposite	2776_ID	chr3	25546020	25546154	135	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	5	7
3154	ENSMUST00000157437.1	ENSMUST00000042167.9	chr15	33589605	33589736	Gm24476	-	rRNA	chr15	33083128	33594552	Cpq	+	protein_coding	131	opposite	2877_ID	chr15	33589606	33589736	131	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	7	7
3183	ENSMUST00000157526.1	ENSMUST00000171342.2	chr10	128435913	128436044	Gm26347	+	scaRNA	chr10	128411656	128441441	Rnf41	+	protein_coding	131	same	3658_ID	chr10	128435914	128436044	131	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	4	7
3214	ENSMUST00000157597.1	ENSMUST00000214400.1	chr11	58661177	58661309	Gm22599	+	snoRNA	chr11	58658781	58669528	Olfr322	+	protein_coding	132	same	2074_ID	chr11	58661178	58661309	132	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	3	7
3219	ENSMUST00000157606.1	ENSMUST00000148070.7	chr11	54829710	54829880	Gm25426	+	snRNA	chr11	54826865	54860916	Lyrm7	-	protein_coding	170	opposite	3276_ID	chr11	54829711	54829880	170	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	7	7
3227	ENSMUST00000157629.1	ENSMUST00000216594.1	chr9	64295930	64296065	Gm24289	+	scaRNA	chr9	64281602	64305424	Tipin	+	protein_coding	135	same	2798_ID	chr9	64295931	64296065	135	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	6	7
3230	ENSMUST00000157643.1	ENSMUST00000144843.7	chr5	72971178	72971264	Gm24776	-	snRNA	chr5	72914303	72978829	Slain2	+	protein_coding	86	opposite	3003_ID	chr5	72971179	72971264	86	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	6	7
3231	ENSMUST00000157644.1	ENSMUST00000231641.1	chr16	97498915	97499022	Gm24777	-	rRNA	chr16	97471080	97514816	Fam3b	-	protein_coding	107	same	3005_ID	chr16	97498916	97499022	107	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	3	7
3247	ENSMUST00000157697.1	ENSMUST00000105473.2	chr10	52905637	52905744	Gm25664	+	snRNA	chr10	52690532	53111622	Slc35f1	+	protein_coding	107	same	3379_ID	chr10	52905638	52905744	107	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	7
3256	ENSMUST00000157713.1	ENSMUST00000029970.13	chr4	34683878	34684185	Gm22849	+	misc_RNA	chr4	34663256	34687438	Slc35a1	-	protein_coding	307	opposite	2190_ID	chr4	34683879	34684185	307	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	7
3273	ENSMUST00000157748.3	ENSMUST00000029803.11	chr3	138526420	138526485	Mir1956	+	miRNA	chr3	138526178	138559696	Eif4e	+	protein_coding	65	same	5902_ID	chr3	138526421	138526485	65	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	7
3275	ENSMUST00000157753.1	ENSMUST00000149163.7	chr2	181512549	181512712	Gm25184	+	snRNA	chr2	181497164	181517966	Tpd52l2	+	protein_coding	163	same	3168_ID	chr2	181512550	181512712	163	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	6	7
3281	ENSMUST00000157775.1	ENSMUST00000147326.8	chr11	106764634	106764741	Gm25889	-	snRNA	chr11	106751225	106768794	Milr1	+	protein_coding	107	opposite	3475_ID	chr11	106764635	106764741	107	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	5	7
3283	ENSMUST00000157779.1	ENSMUST00000076354.12	chrX	10510047	10510156	Gm25885	+	rRNA	chrX	10485157	10596605	Tspan7	+	protein_coding	109	same	3473_ID	chrX	10510048	10510156	109	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	7
3292	ENSMUST00000157795.1	ENSMUST00000095438.9	chr8	18932988	18933091	Gm22551	+	snoRNA	chr8	18932728	18950975	Xkr5	-	protein_coding	103	opposite	2049_ID	chr8	18932989	18933091	103	*	+	Exon	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	7	7
3314	ENSMUST00000157860.1	ENSMUST00000037480.8	chr11	98870395	98870499	Gm23640	-	snRNA	chr11	98863637	98905040	Wipf2	+	protein_coding	104	opposite	2521_ID	chr11	98870396	98870499	104	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	7
3346	ENSMUST00000157934.1	ENSMUST00000068725.9	chr1	184822406	184822488	Mir1981	-	miRNA	chr1	184813067	184845881	Mtarc2	-	protein_coding	82	same	5919_ID	chr1	184822407	184822488	82	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	5	7
3420	ENSMUST00000158093.1	ENSMUST00000147108.1	chr4	37297904	37298025	Gm22732	+	snoRNA	chr4	37249402	37332515	Gm12374	+	lincRNA	121	same	2137_ID	chr4	37297905	37298025	121	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	2	7
3431	ENSMUST00000158138.1	ENSMUST00000075303.6	chr6	120524896	120524998	Gm24391	+	snRNA	chr6	120509493	120531319	Hdhd5	-	protein_coding	102	opposite	2838_ID	chr6	120524897	120524998	102	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	7
3450	ENSMUST00000158194.1	ENSMUST00000102665.10	chr17	37015342	37015590	Gm22388	+	misc_RNA	chr17	37010742	37023398	Mog	-	protein_coding	248	opposite	1986_ID	chr17	37015343	37015590	248	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	3	7
3480	ENSMUST00000158251.1	ENSMUST00000040677.5	chr9	25539096	25539205	Gm25861	-	snoRNA	chr9	25481546	25604110	Eepd1	+	protein_coding	109	opposite	3462_ID	chr9	25539097	25539205	109	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	2	7
3508	ENSMUST00000158336.1	ENSMUST00000027505.12	chr1	93808569	93808671	Gm22089	-	snRNA	chr1	93803964	93822095	Ing5	+	protein_coding	102	opposite	1853_ID	chr1	93808570	93808671	102	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	2	7
3512	ENSMUST00000158354.1	ENSMUST00000022765.13	chr14	52276530	52276620	Gm23758	+	snoRNA	chr14	52261758	52279545	Rab2b	-	protein_coding	90	opposite	2572_ID	chr14	52276531	52276620	90	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	2	7
3531	ENSMUST00000158399.1	ENSMUST00000041984.13	chr10	25266044	25266175	Gm25016	-	snoRNA	chr10	25170121	25299164	Akap7	-	protein_coding	131	same	3098_ID	chr10	25266045	25266175	131	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	5	7
3541	ENSMUST00000158423.1	ENSMUST00000041984.13	chr10	25281599	25281852	Gm26167	-	misc_RNA	chr10	25170121	25299164	Akap7	-	protein_coding	253	same	3595_ID	chr10	25281600	25281852	253	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	3	7
3579	ENSMUST00000158523.1	ENSMUST00000210426.1	chr8	91184918	91185183	Gm23408	-	misc_RNA	chr8	91125915	91199976	Aktip	-	protein_coding	265	same	2417_ID	chr8	91184919	91185183	265	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	7
3582	ENSMUST00000158533.1	ENSMUST00000195354.5	chr1	192998285	192998574	Gm23583	-	misc_RNA	chr1	192891232	193035775	Syt14	-	protein_coding	289	same	2491_ID	chr1	192998286	192998574	289	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	2	7
3623	ENSMUST00000158635.1	ENSMUST00000039286.4	chr10	44359675	44359768	Mir1929	+	miRNA	chr10	44268357	44364291	Atg5	+	protein_coding	93	same	5879_ID	chr10	44359676	44359768	93	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	7	7
3630	ENSMUST00000158644.1	ENSMUST00000199980.1	chr3	149340902	149341008	Gm26468	-	snRNA	chr3	149304828	149345840	Gm5149	+	lincRNA	106	opposite	3721_ID	chr3	149340903	149341008	106	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	5	7
3637	ENSMUST00000158653.1	ENSMUST00000086690.5	chr1	107440046	107440177	Gm24553	-	snoRNA	chr1	107422688	107452689	Serpinb7	+	protein_coding	131	opposite	2912_ID	chr1	107440047	107440177	131	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	4	7
3642	ENSMUST00000158665.1	ENSMUST00000170802.7	chr18	23817269	23817371	Gm23207	-	snRNA	chr18	23752332	23893861	Mapre2	+	protein_coding	102	opposite	2335_ID	chr18	23817270	23817371	102	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	2	7
3674	ENSMUST00000158750.1	ENSMUST00000179360.2	chr7	59980875	59980945	Snord107	-	snoRNA	chr7	59974148	60005064	Gm38393	-	protein_coding	70	same	7246_ID	chr7	59980876	59980945	70	*	-	Exon	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	6	7
3687	ENSMUST00000158791.1	ENSMUST00000074368.10	chr14	49520028	49520169	Gm22116	-	snRNA	chr14	49298518	49525886	Slc35f4	-	protein_coding	141	same	1871_ID	chr14	49520029	49520169	141	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	7
3709	ENSMUST00000158850.1	ENSMUST00000030787.8	chr5	24820592	24820837	Gm25363	-	misc_RNA	chr5	24802822	24842624	Rheb	-	protein_coding	245	same	3253_ID	chr5	24820593	24820837	245	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	7
3749	ENSMUST00000158972.1	ENSMUST00000028139.10	chr2	29459193	29459328	Gm24976	+	rRNA	chr2	29346818	29524793	Med27	+	protein_coding	135	same	3088_ID	chr2	29459194	29459328	135	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	3	7
3751	ENSMUST00000158974.1	ENSMUST00000021285.13	chr11	68053334	68053460	Gm26157	+	rRNA	chr11	67966192	68207148	Stx8	+	protein_coding	126	same	3592_ID	chr11	68053335	68053460	126	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	6	7
3798	ENSMUST00000160089.1	ENSMUST00000059648.9	chr14	26389198	26395521	Slmapos2	+	lincRNA	chr14	26357546	26400456	4933413J09Rik	+	lincRNA	6323	same	7191_ID	chr14	26389199	26395521	6323	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	4	7
3801	ENSMUST00000160117.1	ENSMUST00000069443.13	chr14	103692982	103699442	Slain1os	-	antisense	chr14	103650227	103704907	Slain1	+	protein_coding	6460	opposite	7174_ID	chr14	103692983	103699442	6460	*	-	Exon	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	5	7
3836	ENSMUST00000160992.7	ENSMUST00000026188.9	chr19	42536849	42563108	Gm16541	-	antisense	chr19	42518758	42592343	R3hcc1l	+	protein_coding	26259	opposite	1587_ID	chr19	42536850	42563108	26259	*	-	Exon	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	2	7
3838	ENSMUST00000161006.1	ENSMUST00000099356.9	chr13	80884223	80885524	1700023H06Rik	-	processed_transcript	chr13	80883409	80896042	Arrdc3	+	protein_coding	1301	opposite	40_ID	chr13	80884224	80885524	1301	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	7
3905	ENSMUST00000162828.1	ENSMUST00000076846.10	chr8	110754991	110758970	Gm15894	+	antisense	chr8	110741839	110805903	Il34	-	protein_coding	3979	opposite	1417_ID	chr8	110754992	110758970	3979	*	+	Exon	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	2	7
3914	ENSMUST00000163392.2	ENSMUST00000225871.1	chr14	12284172	12303231	3830406C13Rik	+	protein_coding	chr14	12283975	12324454	Gm49355	+	protein_coding	19059	same	160_ID	chr14	12284173	12303231	19059	*	+	Exon	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	1	7
3932	ENSMUST00000164344.1	ENSMUST00000021937.11	chr13	55132961	55133548	Gm17617	-	protein_coding	chr13	55105326	55134825	Zfp346	+	protein_coding	587	opposite	1691_ID	chr13	55132962	55133548	587	*	-	Exon	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	7	7
3970	ENSMUST00000166381.2	ENSMUST00000231449.1	chrX	61184004	61185558	Cdr1	-	protein_coding	chrX	61116385	61203785	Cdr1os	+	lincRNA	1554	opposite	636_ID	chrX	61184005	61185558	1554	*	-	Exon	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	6	7
3982	ENSMUST00000167421.1	ENSMUST00000051100.6	chrX_GL456233_random	25189	25788	CAAA01165726.1	+	protein_coding	chrX_GL456233_random	10737	39148	Vamp7	-	protein_coding	599	opposite	600_ID	chrX_GL456233_random	25190	25788	599	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	4	7
3991	ENSMUST00000168048.1	ENSMUST00000114610.7	chr2	20300816	20324670	Gm17171	-	antisense	chr2	19909779	20744816	Etl4	+	protein_coding	23854	opposite	1650_ID	chr2	20300817	20324670	23854	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	3	7
4043	ENSMUST00000170922.1	ENSMUST00000209833.1	chr7	7231326	7247328	Vmn2r29	-	protein_coding	chr7	7213016	7278232	Gm45844	-	protein_coding	16002	same	7512_ID	chr7	7231327	7247328	16002	*	-	Exon	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	5	7
4058	ENSMUST00000171980.1	ENSMUST00000014687.10	chr6	129862648	129864393	Gm17631	+	protein_coding	chr6	129831153	129876670	Klra17	-	protein_coding	1745	opposite	1693_ID	chr6	129862649	129864393	1745	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	6	7
4148	ENSMUST00000174922.2	ENSMUST00000231418.1	chr7	61739349	61739409	Mir344h-1	-	miRNA	chr7	61705847	61925420	A230057D06Rik	-	lincRNA	60	same	6103_ID	chr7	61739350	61739409	60	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	5	7
4149	ENSMUST00000174925.1	ENSMUST00000061071.12	chr3	117322940	117323005	Gm22408	+	miRNA	chr3	117319138	117360876	Plppr4	-	protein_coding	65	opposite	1993_ID	chr3	117322941	117323005	65	*	+	Exon	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	7	7
4166	ENSMUST00000174969.1	ENSMUST00000181417.1	chr8	47440417	47440551	Gm22857	+	snoRNA	chr8	47294271	47446362	Stox2	-	protein_coding	134	opposite	2193_ID	chr8	47440418	47440551	134	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	2	7
4183	ENSMUST00000175019.1	ENSMUST00000032425.6	chr6	113528549	113528674	Gm23365	-	miRNA	chr6	113514873	113531652	Emc3	-	protein_coding	125	same	2400_ID	chr6	113528550	113528674	125	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	7
4193	ENSMUST00000175036.1	ENSMUST00000144412.1	chrX	39976300	39976371	Gm26194	-	miRNA	chrX	39870499	40475561	Gm14643	+	processed_transcript	71	opposite	3603_ID	chrX	39976301	39976371	71	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	7
4198	ENSMUST00000175051.1	ENSMUST00000097495.4	chr18	89733004	89733074	Gm22694	+	miRNA	chr18	89292423	89769528	Dok6	-	protein_coding	70	opposite	2113_ID	chr18	89733005	89733074	70	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	7
4203	ENSMUST00000175060.3	ENSMUST00000028083.5	chr2	38637017	38637143	Gm27634	-	miRNA	chr2	38588035	38644087	Psmb7	-	protein_coding	126	same	4001_ID	chr2	38637018	38637143	126	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	4	7
4232	ENSMUST00000175129.1	ENSMUST00000020608.2	chr11	52126745	52126836	Mir3061	+	miRNA	chr11	52098680	52127778	Ppp2ca	+	protein_coding	91	same	6013_ID	chr11	52126746	52126836	91	*	+	Exon	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	7	7
4255	ENSMUST00000175180.1	ENSMUST00000231418.1	chr7	61790518	61790581	Mir344b	-	miRNA	chr7	61705847	61925420	A230057D06Rik	-	lincRNA	63	same	6099_ID	chr7	61790519	61790581	63	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	5	7
4284	ENSMUST00000175256.1	ENSMUST00000231418.1	chr7	61733684	61733782	Gm23917	-	miRNA	chr7	61705847	61925420	A230057D06Rik	-	lincRNA	98	same	2629_ID	chr7	61733685	61733782	98	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	5	7
4291	ENSMUST00000175265.2	ENSMUST00000020608.2	chr11	52099042	52099153	Gm24157	-	miRNA	chr11	52098680	52127778	Ppp2ca	+	protein_coding	111	opposite	2737_ID	chr11	52099043	52099153	111	*	-	Exon	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	1	7
4299	ENSMUST00000175278.1	ENSMUST00000231418.1	chr7	61708704	61708773	Gm22466	-	miRNA	chr7	61705847	61925420	A230057D06Rik	-	lincRNA	69	same	2013_ID	chr7	61708705	61708773	69	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	7	7
4342	ENSMUST00000175365.1	ENSMUST00000091403.5	chr13	93923186	93923311	Gm25534	-	miRNA	chr13	93771629	93943016	Arsb	+	protein_coding	125	opposite	3316_ID	chr13	93923187	93923311	125	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	6	7
