"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"Transcript_length"
"chr13"	67360670	67365679	"ENSMUST00000165145.2"	"Gm17039"	"+"	"antisense"	5009
"chr2"	111911263	111916271	"ENSMUST00000214844.1"	"Olfr1306"	"-"	"protein_coding"	5008
"chr2"	119321186	119326194	"ENSMUST00000156538.7"	"Gm14207"	"-"	"processed_transcript"	5008
"chr12"	72939891	72944899	"ENSMUST00000021519.6"	"Six6"	"+"	"protein_coding"	5008
"chr16"	24085082	24090089	"ENSMUST00000229403.1"	"Gm31583"	"-"	"lincRNA"	5007
"chr1"	136126177	136131183	"ENSMUST00000134998.7"	"Gm15850"	"-"	"processed_transcript"	5006
"chr11"	118988215	118993221	"ENSMUST00000106273.2"	"Enpp7"	"+"	"protein_coding"	5006
"chr13"	65491788	65496793	"ENSMUST00000220945.1"	"Gm48168"	"-"	"lincRNA"	5005
"chr8"	93398904	93403908	"ENSMUST00000213047.1"	"Gm45764"	"+"	"lincRNA"	5004
"chr12"	80945503	80950507	"ENSMUST00000094693.10"	"Srsf5"	"+"	"protein_coding"	5004
"chr13"	22553197	22558200	"ENSMUST00000228195.1"	"Vmn1r204"	"+"	"protein_coding"	5003
"chr3"	14606283	14611285	"ENSMUST00000185384.6"	"Rbis"	"-"	"protein_coding"	5002
"chr9"	19373667	19378669	"ENSMUST00000216839.2"	"Olfr847"	"-"	"protein_coding"	5002
"chr7"	103889484	103894485	"ENSMUST00000081748.5"	"Olfr64"	"-"	"protein_coding"	5001
"chr5"	110648417	110653417	"ENSMUST00000042147.5"	"Noc4l"	"-"	"protein_coding"	5000
"chr7"	10631531	10636530	"ENSMUST00000226182.1"	"Vmn1r70"	"+"	"protein_coding"	4999
"chr4"	141618823	141623821	"ENSMUST00000038661.7"	"Slc25a34"	"-"	"protein_coding"	4998
"chr17"	12911348	12916345	"ENSMUST00000079121.3"	"Mrpl18"	"-"	"protein_coding"	4997
"chrX"	94442731	94447727	"ENSMUST00000146644.1"	"Gm14827"	"+"	"lincRNA"	4996
"chr7"	102540895	102545890	"ENSMUST00000210064.3"	"Olfr548-ps1"	"+"	"protein_coding"	4995
"chr10"	80808497	80813492	"ENSMUST00000181039.7"	"Jsrp1"	"-"	"protein_coding"	4995
"chr1"	135253574	135258568	"ENSMUST00000003135.13"	"Elf3"	"-"	"protein_coding"	4994
"chr15"	76612390	76617384	"ENSMUST00000230977.1"	"Slc39a4"	"-"	"protein_coding"	4994
"chr9"	20298606	20303599	"ENSMUST00000216567.1"	"Olfr873"	"+"	"protein_coding"	4993
"chr6"	85423885	85428877	"ENSMUST00000089578.8"	"Noto"	"+"	"protein_coding"	4992
"chr10"	117277330	117282321	"ENSMUST00000092163.8"	"Lyz2"	"-"	"protein_coding"	4991
"chr10"	129328853	129333844	"ENSMUST00000204108.2"	"Olfr781"	"+"	"protein_coding"	4991
"chr2"	30173452	30178442	"ENSMUST00000127309.7"	"Spout1"	"-"	"protein_coding"	4990
"chr4"	40472179	40477168	"ENSMUST00000049655.2"	"Tmem215"	"+"	"protein_coding"	4989
"chr7"	129398101	129403090	"ENSMUST00000206093.1"	"Gm33027"	"-"	"lincRNA"	4989
"chrX"	72381869	72386858	"ENSMUST00000088481.4"	"Magea10"	"-"	"protein_coding"	4989
"chr2"	180929022	180934010	"ENSMUST00000108875.1"	"Birc7"	"+"	"protein_coding"	4988
"chr10"	129980074	129985062	"ENSMUST00000213667.2"	"Gm10310"	"-"	"protein_coding"	4988
"chr9"	50528766	50533752	"ENSMUST00000216563.1"	"Gm47077"	"+"	"antisense"	4986
"chr9"	110288951	110293937	"ENSMUST00000198407.1"	"Gm42775"	"-"	"lincRNA"	4986
"chr17"	40632074	40637060	"ENSMUST00000177574.1"	"Esp3"	"+"	"protein_coding"	4986
"chr6"	116624015	116628999	"ENSMUST00000079749.5"	"Zfp422"	"-"	"protein_coding"	4984
"chr11"	116434093	116439077	"ENSMUST00000057676.6"	"Ubald2"	"+"	"protein_coding"	4984
"chr2"	171234008	171238991	"ENSMUST00000129075.1"	"1700007M16Rik"	"+"	"lincRNA"	4983
"chr2"	158610766	158615748	"ENSMUST00000045738.4"	"Slc32a1"	"+"	"protein_coding"	4982
"chr13"	14608183	14613165	"ENSMUST00000220621.1"	"Mrpl32"	"-"	"protein_coding"	4982
"chr15"	82615964	82620945	"ENSMUST00000109515.2"	"Cyp2d34"	"-"	"protein_coding"	4981
"chr2"	119034789	119039769	"ENSMUST00000028796.1"	"Rpusd2"	"+"	"protein_coding"	4980
"chr14"	118875881	118880860	"ENSMUST00000226752.1"	"Gm49179"	"+"	"antisense"	4979
"chr2"	66187835	66192813	"ENSMUST00000128859.1"	"Gm13618"	"+"	"antisense"	4978
"chr13"	81778772	81783749	"ENSMUST00000181520.1"	"Gm17259"	"-"	"antisense"	4977
"chr6"	86004379	86009355	"ENSMUST00000201164.1"	"4930553P18Rik"	"+"	"lincRNA"	4976
"chr7"	107820565	107825541	"ENSMUST00000216431.1"	"Olfr469"	"-"	"protein_coding"	4976
"chr11"	72314443	72319416	"ENSMUST00000108504.1"	"Fbxo39"	"+"	"protein_coding"	4973
"chr18"	10706859	10711832	"ENSMUST00000180948.1"	"4930563E18Rik"	"+"	"bidirectional_promoter_lncRNA"	4973
"chr5"	117282653	117287625	"ENSMUST00000036951.12"	"Pebp1"	"-"	"protein_coding"	4972
"chr7"	127434421	127439392	"ENSMUST00000206354.1"	"Gm45184"	"+"	"lincRNA"	4971
"chr2"	87187797	87192767	"ENSMUST00000216772.1"	"Olfr1112"	"+"	"protein_coding"	4970
"chr11"	101886236	101891206	"ENSMUST00000147438.1"	"Gm11551"	"+"	"antisense"	4970
"chr16"	30200909	30205879	"ENSMUST00000181113.1"	"Gm26562"	"-"	"lincRNA"	4970
"chr2"	18044082	18049051	"ENSMUST00000091420.5"	"Skida1"	"-"	"protein_coding"	4969
"chr3"	38203150	38208119	"ENSMUST00000197658.1"	"5430434I15Rik"	"-"	"lincRNA"	4969
"chr7"	105739392	105744361	"ENSMUST00000141116.1"	"Taf10"	"-"	"protein_coding"	4969
"chr18"	60268304	60273272	"ENSMUST00000090260.5"	"Gm4841"	"-"	"protein_coding"	4968
"chr10"	61089358	61094324	"ENSMUST00000020298.7"	"Pcbd1"	"+"	"protein_coding"	4966
"chr3"	104781055	104786018	"ENSMUST00000002298.6"	"Ppm1j"	"+"	"protein_coding"	4963
"chr10"	77897574	77902536	"ENSMUST00000057608.4"	"Lrrc3"	"-"	"protein_coding"	4962
"chr14"	50614878	50619839	"ENSMUST00000213668.1"	"Olfr744"	"+"	"protein_coding"	4961
"chr2"	112154197	112159157	"ENSMUST00000215341.1"	"Olfr1318"	"+"	"protein_coding"	4960
"chr15"	61985390	61990350	"ENSMUST00000022971.7"	"Myc"	"+"	"protein_coding"	4960
"chr8"	3676298	3681255	"ENSMUST00000044857.3"	"Trappc5"	"+"	"protein_coding"	4957
"chr8"	83566670	83571626	"ENSMUST00000036996.5"	"Ndufb7"	"+"	"protein_coding"	4956
"chr14"	69289343	69294299	"ENSMUST00000059362.2"	"Synb"	"-"	"protein_coding"	4956
"chr11"	75164564	75169519	"ENSMUST00000055619.4"	"Hic1"	"-"	"protein_coding"	4955
"chr2"	130563741	130568695	"ENSMUST00000145614.1"	"Mrps26"	"+"	"protein_coding"	4954
"chr10"	122448498	122453452	"ENSMUST00000020323.6"	"Avpr1a"	"+"	"protein_coding"	4954
"chr2"	87632582	87637535	"ENSMUST00000216082.1"	"Olfr1132"	"-"	"protein_coding"	4953
"chr8"	77331969	77336922	"ENSMUST00000210418.1"	"Gm45285"	"+"	"antisense"	4953
"chr2"	89991237	89996189	"ENSMUST00000213909.2"	"Olfr1261"	"+"	"protein_coding"	4952
"chr3"	96167463	96172414	"ENSMUST00000180958.1"	"Gm17690"	"-"	"antisense"	4951
"chr6"	41968139	41973090	"ENSMUST00000080742.2"	"Sval3"	"+"	"protein_coding"	4951
"chr8"	47744711	47749662	"ENSMUST00000212305.1"	"Gm31786"	"-"	"lincRNA"	4951
"chr12"	56531957	56536908	"ENSMUST00000001536.8"	"Nkx2-1"	"-"	"protein_coding"	4951
"chr2"	26186728	26191678	"ENSMUST00000133025.1"	"Gm13553"	"-"	"lincRNA"	4950
"chr2"	87453961	87458911	"ENSMUST00000213366.2"	"Olfr1126"	"+"	"protein_coding"	4950
"chr15"	89472475	89477425	"ENSMUST00000165199.7"	"Arsa"	"-"	"protein_coding"	4950
"chr10"	51781992	51786941	"ENSMUST00000217696.1"	"Gm47614"	"-"	"lincRNA"	4949
"chr4"	4133530	4138477	"ENSMUST00000070375.7"	"Penk"	"-"	"protein_coding"	4947
"chr9"	37539254	37544201	"ENSMUST00000002008.6"	"Vsig2"	"+"	"protein_coding"	4947
"chr10"	80167839	80172786	"ENSMUST00000054666.6"	"Cirbp"	"+"	"protein_coding"	4947
"chr13"	65033057	65038004	"ENSMUST00000099427.2"	"Spata31d1c"	"+"	"protein_coding"	4947
"chr4"	140380629	140385574	"ENSMUST00000126252.1"	"Gm13016"	"+"	"lincRNA"	4945
"chr10"	79412961	79417905	"ENSMUST00000217947.1"	"Gm47015"	"-"	"lincRNA"	4944
"chr14"	64099294	64104235	"ENSMUST00000166038.1"	"4930471C04Rik"	"-"	"lincRNA"	4941
"chr4"	59889985	59894924	"ENSMUST00000133015.1"	"Gm12542"	"-"	"antisense"	4939
"chr9"	111544003	111548940	"ENSMUST00000199378.1"	"Gm42523"	"-"	"lincRNA"	4937
"chrX"	78125466	78130403	"ENSMUST00000114030.2"	"Gm5938"	"+"	"protein_coding"	4937
"chrX"	160902115	160907052	"ENSMUST00000069417.5"	"Gja6"	"-"	"protein_coding"	4937
"chr9"	19032734	19037670	"ENSMUST00000213018.2"	"Olfr835"	"+"	"protein_coding"	4936
"chr14"	70577636	70582571	"ENSMUST00000089049.3"	"Nudt18"	"+"	"protein_coding"	4935
"chr2"	86986290	86991221	"ENSMUST00000214411.2"	"Olfr1101"	"-"	"protein_coding"	4931
"chr11"	101087276	101092207	"ENSMUST00000107302.7"	"Mlx"	"+"	"protein_coding"	4931
"chrX"	137115396	137120326	"ENSMUST00000074698.2"	"Esx1"	"-"	"protein_coding"	4930
"chr12"	98274731	98279661	"ENSMUST00000218404.1"	"Gm47566"	"-"	"antisense"	4930
"chr7"	16959678	16964607	"ENSMUST00000038163.7"	"Pnmal1"	"+"	"protein_coding"	4929
"chr2"	85797617	85802544	"ENSMUST00000216425.2"	"Olfr1016"	"-"	"protein_coding"	4927
"chr2"	111230359	111235286	"ENSMUST00000216421.1"	"Olfr1275"	"-"	"protein_coding"	4927
"chr11"	100766031	100770957	"ENSMUST00000017891.13"	"Ghdc"	"-"	"protein_coding"	4926
"chr19"	36731730	36736653	"ENSMUST00000087321.3"	"Ppp1r3c"	"-"	"protein_coding"	4923
"chr4"	53246195	53251115	"ENSMUST00000155178.1"	"4930522O17Rik"	"+"	"antisense"	4920
"chr17"	86970371	86975288	"ENSMUST00000234698.1"	"Gm50012"	"+"	"sense_intronic"	4917
"chrX"	38038198	38043114	"ENSMUST00000089060.4"	"Btg1c"	"-"	"protein_coding"	4916
"chr11"	72042454	72047370	"ENSMUST00000021164.3"	"Pimreg"	"+"	"protein_coding"	4916
"chr1"	62131194	62136109	"ENSMUST00000127498.2"	"Pard3bos2"	"-"	"antisense"	4915
"chr2"	156388064	156392979	"ENSMUST00000192863.2"	"2900097C17Rik"	"-"	"lincRNA"	4915
"chr9"	37015757	37020671	"ENSMUST00000176020.1"	"Gm3896"	"+"	"antisense"	4914
"chr11"	58421110	58426024	"ENSMUST00000013797.2"	"1810065E05Rik"	"+"	"protein_coding"	4914
"chr2"	88123359	88128272	"ENSMUST00000217575.2"	"Olfr1166"	"-"	"protein_coding"	4913
"chr11"	44586316	44591229	"ENSMUST00000128652.1"	"4930597A21Rik"	"+"	"lincRNA"	4913
"chr19"	12930839	12935752	"ENSMUST00000214079.1"	"Olfr1449"	"+"	"protein_coding"	4913
"chr9"	27396799	27401710	"ENSMUST00000214158.1"	"Spata19"	"+"	"protein_coding"	4911
"chr11"	97777526	97782437	"ENSMUST00000103146.4"	"Rpl23"	"-"	"protein_coding"	4911
"chrX"	38013907	38018815	"ENSMUST00000184432.2"	"Btg1b"	"-"	"protein_coding"	4908
"chr18"	12193767	12198675	"ENSMUST00000153352.1"	"Gm15956"	"+"	"antisense"	4908
"chr5"	109886230	109891137	"ENSMUST00000181101.1"	"Gm26779"	"+"	"lincRNA"	4907
"chr7"	127382259	127387166	"ENSMUST00000049052.3"	"9130019O22Rik"	"-"	"protein_coding"	4907
"chr10"	114947930	114952835	"ENSMUST00000218941.1"	"Gm31267"	"+"	"lincRNA"	4905
"chr3"	107938846	107943749	"ENSMUST00000106685.8"	"Gstm6"	"-"	"protein_coding"	4903
"chr5"	67094398	67099301	"ENSMUST00000012664.10"	"Phox2b"	"-"	"protein_coding"	4903
"chr14"	50183295	50188198	"ENSMUST00000205837.2"	"Olfr730"	"-"	"protein_coding"	4903
"chr2"	169582844	169587745	"ENSMUST00000109160.2"	"Gm11011"	"-"	"protein_coding"	4901
"chr14"	54292442	54297343	"ENSMUST00000199958.1"	"Gm43305"	"-"	"processed_transcript"	4901
"chrX"	74592678	74597578	"ENSMUST00000216007.1"	"Olfr1325"	"+"	"protein_coding"	4900
"chr1"	74279839	74284738	"ENSMUST00000006462.13"	"Aamp"	"-"	"protein_coding"	4899
"chr5"	11681958	11686856	"ENSMUST00000170057.7"	"Gm8922"	"+"	"protein_coding"	4898
"chr7"	104104872	104109766	"ENSMUST00000214099.1"	"Olfr646"	"+"	"protein_coding"	4894
"chr8"	84192773	84197667	"ENSMUST00000181282.1"	"Gm26887"	"-"	"lincRNA"	4894
"chrX"	19232962	19237856	"ENSMUST00000180592.1"	"Gm26652"	"-"	"lincRNA"	4894
"chr11"	49109981	49114874	"ENSMUST00000060398.2"	"Olfr1396"	"-"	"protein_coding"	4893
"chr8"	118610988	118615879	"ENSMUST00000211881.1"	"Gm45720"	"-"	"antisense"	4891
"chr3"	110246108	110250998	"ENSMUST00000168412.2"	"Prmt6"	"-"	"protein_coding"	4890
"chr7"	127022134	127027024	"ENSMUST00000206254.1"	"Maz"	"-"	"protein_coding"	4890
"chr17"	34976898	34981788	"ENSMUST00000151136.1"	"Gm10501"	"-"	"antisense"	4890
"chr18"	35650350	35655238	"ENSMUST00000190196.4"	"Prob1"	"-"	"protein_coding"	4888
"chr5"	32005976	32010863	"ENSMUST00000201542.1"	"Gm17130"	"-"	"antisense"	4887
"chr2"	131175181	131180067	"ENSMUST00000089510.4"	"Cenpb"	"-"	"protein_coding"	4886
"chr3"	94413400	94418286	"ENSMUST00000198041.1"	"Gm42463"	"+"	"sense_intronic"	4886
"chr15"	82340857	82345743	"ENSMUST00000161178.1"	"Pheta2"	"+"	"protein_coding"	4886
"chr18"	30267248	30272133	"ENSMUST00000234467.1"	"Gm49980"	"+"	"lincRNA"	4885
"chr2"	130274429	130279313	"ENSMUST00000103198.10"	"Nop56"	"+"	"protein_coding"	4884
"chr19"	8893004	8897888	"ENSMUST00000096249.6"	"Ints5"	"+"	"protein_coding"	4884
"chr2"	86045860	86050742	"ENSMUST00000213496.1"	"Olfr1034"	"+"	"protein_coding"	4882
"chr13"	62944560	62949442	"ENSMUST00000221723.1"	"Gm48812"	"-"	"lincRNA"	4882
"chr6"	52313497	52318378	"ENSMUST00000031787.7"	"Evx1"	"+"	"protein_coding"	4881
"chr7"	114631477	114636357	"ENSMUST00000032906.10"	"Calca"	"-"	"protein_coding"	4880
"chrX"	72913531	72918411	"ENSMUST00000114551.9"	"Cetn2"	"-"	"protein_coding"	4880
"chr16"	32108864	32113743	"ENSMUST00000125829.1"	"Gm15729"	"+"	"lincRNA"	4879
"chr11"	120526906	120531784	"ENSMUST00000148579.1"	"Gm11789"	"-"	"antisense"	4878
"chr9"	40715157	40720034	"ENSMUST00000215601.1"	"Gm48294"	"+"	"sense_intronic"	4877
"chr4"	138877941	138882817	"ENSMUST00000030531.13"	"Pla2g2e"	"+"	"protein_coding"	4876
"chr7"	104878030	104882906	"ENSMUST00000215761.1"	"Olfr665"	"+"	"protein_coding"	4876
"chr4"	154093478	154098353	"ENSMUST00000143429.1"	"Trp73os"	"+"	"antisense"	4875
"chr6"	41392355	41397230	"ENSMUST00000049079.8"	"Gm5771"	"+"	"protein_coding"	4875
"chr14"	105891946	105896819	"ENSMUST00000022709.5"	"Spry2"	"-"	"protein_coding"	4873
"chr5"	11594912	11599784	"ENSMUST00000088616.11"	"Gm6460"	"+"	"protein_coding"	4872
"chrX"	37557411	37562283	"ENSMUST00000089075.5"	"Rhox4e"	"+"	"protein_coding"	4872
"chr12"	52475738	52480609	"ENSMUST00000219885.1"	"Gm35135"	"-"	"lincRNA"	4871
"chr18"	32021739	32026610	"ENSMUST00000150084.1"	"Gm16344"	"+"	"antisense"	4871
"chr1"	138851982	138856852	"ENSMUST00000112025.2"	"2310009B15Rik"	"-"	"protein_coding"	4870
"chr14"	54872680	54877550	"ENSMUST00000177403.1"	"Ppp1r3e"	"-"	"protein_coding"	4870
"chr19"	5344704	5349574	"ENSMUST00000025764.5"	"Cst6"	"-"	"protein_coding"	4870
"chr2"	149257276	149262145	"ENSMUST00000135438.1"	"Gm14135"	"+"	"lincRNA"	4869
"chr6"	120488938	120493807	"ENSMUST00000178687.1"	"Tmem121b"	"-"	"protein_coding"	4869
"chr10"	122565022	122569891	"ENSMUST00000219429.1"	"A130077B15Rik"	"-"	"lincRNA"	4869
"chr15"	82389153	82394022	"ENSMUST00000170255.1"	"Cyp2d11"	"-"	"protein_coding"	4869
"chr3"	89430260	89435128	"ENSMUST00000060061.10"	"Pygo2"	"+"	"protein_coding"	4868
"chr2"	85607036	85611903	"ENSMUST00000213837.1"	"Olfr1000"	"-"	"protein_coding"	4867
"chr7"	43791890	43796757	"ENSMUST00000005891.6"	"Klk9"	"+"	"protein_coding"	4867
"chr17"	53496080	53500946	"ENSMUST00000232747.1"	"Gm49915"	"-"	"antisense"	4866
"chr4"	140679752	140684617	"ENSMUST00000141469.1"	"Gm13025"	"+"	"lincRNA"	4865
"chr17"	24685091	24689955	"ENSMUST00000007236.4"	"Syngr3"	"-"	"protein_coding"	4864
"chr6"	48986860	48991722	"ENSMUST00000037696.5"	"Svs1"	"+"	"protein_coding"	4862
"chr9"	21755441	21760303	"ENSMUST00000098942.5"	"Spc24"	"-"	"protein_coding"	4862
"chr2"	118699102	118703963	"ENSMUST00000104937.1"	"Ankrd63"	"-"	"protein_coding"	4861
"chr4"	118428092	118432953	"ENSMUST00000006557.12"	"Elovl1"	"+"	"protein_coding"	4861
"chr11"	58839250	58844111	"ENSMUST00000214776.1"	"Olfr311"	"+"	"protein_coding"	4861
"chr6"	72162848	72167707	"ENSMUST00000205674.1"	"Gm38832"	"+"	"lincRNA"	4859
"chr14"	16575600	16580459	"ENSMUST00000224418.1"	"Gm48162"	"+"	"antisense"	4859
"chr17"	36248820	36253679	"ENSMUST00000173141.1"	"Gm20546"	"+"	"lincRNA"	4859
"chr14"	54883376	54888234	"ENSMUST00000022806.9"	"Bcl2l2"	"+"	"protein_coding"	4858
"chr6"	40569486	40574343	"ENSMUST00000216942.1"	"Olfr460"	"+"	"protein_coding"	4857
"chr17"	26933051	26937908	"ENSMUST00000073724.6"	"Phf1"	"+"	"protein_coding"	4857
"chr7"	141189104	141193960	"ENSMUST00000026572.10"	"Hras"	"-"	"protein_coding"	4856
"chr16"	36450536	36455392	"ENSMUST00000068182.2"	"Stfa3"	"-"	"protein_coding"	4856
"chr6"	41458931	41463786	"ENSMUST00000031910.7"	"Prss1"	"+"	"protein_coding"	4855
"chr15"	74955050	74959905	"ENSMUST00000169343.7"	"Ly6e"	"+"	"protein_coding"	4855
"chr5"	11127633	11132487	"ENSMUST00000170260.7"	"Gm8879"	"+"	"protein_coding"	4854
"chr7"	104686500	104691354	"ENSMUST00000214876.1"	"Olfr661"	"+"	"protein_coding"	4854
"chr2"	89360012	89364865	"ENSMUST00000137692.2"	"Olfr1234"	"-"	"protein_coding"	4853
"chr19"	4962146	4966999	"ENSMUST00000025836.5"	"Mrpl11"	"+"	"protein_coding"	4853
"chr1"	63615967	63620819	"ENSMUST00000226288.1"	"Gm39653"	"+"	"protein_coding"	4852
"chr2"	88310283	88315135	"ENSMUST00000213348.1"	"Olfr1174"	"-"	"protein_coding"	4852
"chr6"	86483375	86488227	"ENSMUST00000189386.1"	"2310040G24Rik"	"-"	"lincRNA"	4852
"chr7"	27153713	27158564	"ENSMUST00000164093.7"	"Cyp2t4"	"+"	"protein_coding"	4851
"chr8"	25720036	25724887	"ENSMUST00000068916.15"	"Plpp5"	"+"	"protein_coding"	4851
"chr10"	129498491	129503342	"ENSMUST00000203966.2"	"Olfr790"	"+"	"protein_coding"	4851
"chr18"	68337595	68342446	"ENSMUST00000172148.3"	"Mc5r"	"+"	"protein_coding"	4851
"chr5"	17373179	17378028	"ENSMUST00000166086.2"	"Speer4f2"	"+"	"protein_coding"	4849
"chr9"	35607092	35611941	"ENSMUST00000034610.3"	"Pate4"	"-"	"protein_coding"	4849
"chr14"	63602523	63607372	"ENSMUST00000137259.1"	"Gm15918"	"-"	"antisense"	4849
"chr19"	4082487	4087336	"ENSMUST00000159148.7"	"Cabp2"	"+"	"protein_coding"	4849
"chr10"	118441045	118445892	"ENSMUST00000068592.4"	"Ifng"	"+"	"protein_coding"	4847
"chr10"	126788863	126793710	"ENSMUST00000218870.1"	"4930484H19Rik"	"-"	"lincRNA"	4847
"chr15"	36690102	36694949	"ENSMUST00000226323.1"	"Gm10385"	"+"	"lincRNA"	4847
"chr1"	90255275	90260120	"ENSMUST00000187649.1"	"Gm28721"	"-"	"lincRNA"	4845
"chr16"	18872017	18876862	"ENSMUST00000023391.15"	"Mrpl40"	"-"	"protein_coding"	4845
"chr7"	44136766	44141610	"ENSMUST00000005933.3"	"Klk1b16"	"+"	"protein_coding"	4844
"chr6"	117495234	117500077	"ENSMUST00000204274.1"	"6820426E19Rik"	"+"	"lincRNA"	4843
"chr13"	31556133	31560976	"ENSMUST00000042118.10"	"Foxq1"	"+"	"protein_coding"	4843
"chr19"	12227754	12232596	"ENSMUST00000207710.2"	"Olfr1432"	"-"	"protein_coding"	4842
"chr1"	92637144	92641985	"ENSMUST00000097642.3"	"Cops9"	"-"	"protein_coding"	4841
"chr8"	25037051	25041892	"ENSMUST00000141741.3"	"Gm16933"	"+"	"lincRNA"	4841
"chr7"	45699842	45704682	"ENSMUST00000003360.9"	"Car11"	"+"	"protein_coding"	4840
"chr5"	17476097	17480936	"ENSMUST00000076099.3"	"Speer4f1"	"+"	"protein_coding"	4839
"chr4"	91646314	91651152	"ENSMUST00000123606.1"	"Gm12670"	"+"	"lincRNA"	4838
"chr10"	4391586	4396424	"ENSMUST00000178920.1"	"Gm21781"	"+"	"lincRNA"	4838
"chr12"	41386378	41391216	"ENSMUST00000221495.1"	"Gm47373"	"-"	"antisense"	4838
"chr11"	104186326	104191163	"ENSMUST00000059448.7"	"Sppl2c"	"+"	"protein_coding"	4837
"chr2"	86226566	86231401	"ENSMUST00000216056.1"	"Olfr1047"	"-"	"protein_coding"	4835
"chr9"	107567944	107572779	"ENSMUST00000195752.5"	"Hyal2"	"+"	"protein_coding"	4835
"chr13"	31325933	31330767	"ENSMUST00000129791.2"	"Gm11373"	"-"	"lincRNA"	4834
"chr8"	111625502	111630335	"ENSMUST00000173521.1"	"Ldhd"	"-"	"protein_coding"	4833
"chr8"	12395294	12400126	"ENSMUST00000180353.1"	"Sox1"	"+"	"protein_coding"	4832
"chr9"	44877890	44882722	"ENSMUST00000213180.1"	"Gm39326"	"+"	"antisense"	4832
"chr19"	54044150	54048982	"ENSMUST00000036700.6"	"Adra2a"	"+"	"protein_coding"	4832
"chrX"	134756594	134761425	"ENSMUST00000081834.9"	"Armcx3"	"+"	"protein_coding"	4831
"chr3"	129745339	129750168	"ENSMUST00000197038.1"	"Gm42650"	"+"	"antisense"	4829
"chr6"	52262774	52267603	"ENSMUST00000152875.1"	"Hottip"	"+"	"lincRNA"	4829
"chrX"	37646499	37651327	"ENSMUST00000115166.2"	"Rhox4g"	"-"	"protein_coding"	4828
"chr16"	23429132	23433960	"ENSMUST00000038730.6"	"Rtp1"	"+"	"protein_coding"	4828
"chr2"	3336167	3340993	"ENSMUST00000115089.1"	"Acbd7"	"+"	"protein_coding"	4826
"chr1"	143999337	144004161	"ENSMUST00000127206.7"	"Rgs2"	"-"	"protein_coding"	4824
"chr9"	38655051	38659875	"ENSMUST00000214093.2"	"Olfr916"	"-"	"protein_coding"	4824
"chr13"	21940373	21945197	"ENSMUST00000124912.1"	"Gm11280"	"-"	"bidirectional_promoter_lncRNA"	4824
"chr2"	25676785	25681608	"ENSMUST00000114199.7"	"Lcn6"	"+"	"protein_coding"	4823
"chr5"	14974112	14978935	"ENSMUST00000096953.4"	"Gm10354"	"-"	"protein_coding"	4823
"chr5"	34221161	34225984	"ENSMUST00000201477.1"	"Gm42848"	"+"	"antisense"	4823
"chr8"	18986232	18991055	"ENSMUST00000066282.3"	"Defb37"	"-"	"protein_coding"	4823
"chr10"	99232793	99237616	"ENSMUST00000220253.1"	"Gm48884"	"-"	"lincRNA"	4823
"chr11"	120784274	120789097	"ENSMUST00000100134.9"	"Gps1"	"+"	"protein_coding"	4823
"chr14"	122470376	122475199	"ENSMUST00000177306.1"	"2610035F20Rik"	"-"	"processed_transcript"	4823
"chr18"	74998557	75003380	"ENSMUST00000237431.1"	"Rpl17"	"+"	"protein_coding"	4823
"chr10"	51526339	51531161	"ENSMUST00000220221.1"	"Gm46224"	"+"	"lincRNA"	4822
"chr19"	59896240	59901062	"ENSMUST00000164379.1"	"Gm17203"	"-"	"lincRNA"	4822
"chr5"	15471702	15476523	"ENSMUST00000197995.1"	"Gm21149"	"-"	"protein_coding"	4821
"chr7"	108880187	108885006	"ENSMUST00000217803.1"	"Olfr518"	"-"	"protein_coding"	4819
"chr5"	11416417	11421235	"ENSMUST00000167041.7"	"Gm8897"	"+"	"protein_coding"	4818
"chrX"	37514358	37519176	"ENSMUST00000115175.3"	"Rhox4d"	"+"	"protein_coding"	4818
"chr7"	24897380	24902197	"ENSMUST00000003469.7"	"Cd79a"	"+"	"protein_coding"	4817
"chr11"	102030267	102035084	"ENSMUST00000156781.1"	"E130111B04Rik"	"-"	"antisense"	4817
"chr12"	81492198	81497015	"ENSMUST00000185303.1"	"Gm28370"	"+"	"antisense"	4817
"chr7"	44496671	44501486	"ENSMUST00000206195.1"	"Fam71e1"	"+"	"protein_coding"	4815
"chr2"	87091194	87096008	"ENSMUST00000214636.1"	"Olfr1109"	"-"	"protein_coding"	4814
"chr5"	11845538	11850352	"ENSMUST00000168154.1"	"Gm6465"	"+"	"protein_coding"	4814
"chr7"	73310379	73315193	"ENSMUST00000205260.1"	"4930429H19Rik"	"+"	"lincRNA"	4814
"chr9"	119983278	119988092	"ENSMUST00000214403.1"	"1700019L13Rik"	"+"	"antisense"	4814
"chr11"	78322967	78327781	"ENSMUST00000017534.14"	"Aldoc"	"+"	"protein_coding"	4814
"chr11"	100256216	100261029	"ENSMUST00000080893.6"	"Krt17"	"-"	"protein_coding"	4813
"chrX"	37602893	37607704	"ENSMUST00000115170.2"	"Rhox4f"	"-"	"protein_coding"	4811
"chr7"	103415071	103419880	"ENSMUST00000106892.1"	"Usp17lc"	"+"	"protein_coding"	4809
"chr7"	16992707	16997516	"ENSMUST00000094805.4"	"Ccdc8"	"+"	"protein_coding"	4809
"chr2"	129016951	129021756	"ENSMUST00000135186.1"	"Gm14027"	"+"	"processed_transcript"	4805
