"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"Transcript_length"
"chr18"	43071545	43083789	"ENST00000650598.1_3"	"AC021517.3"	"-"	"lncRNA"	12244
"chr1"	43232919	43245162	"ENST00000372525.7_3"	"C1orf50"	"+"	"protein_coding"	12243
"chr1"	81675518	81687761	"ENST00000642971.1_1"	"AC093154.1"	"+"	"lncRNA"	12243
"chr21"	15588450	15600693	"ENST00000468643.5_1"	"RBM11"	"+"	"processed_transcript"	12243
"chr1"	110162434	110174675	"ENST00000667949.1_1"	"AMPD2"	"+"	"protein_coding"	12241
"chr4"	123653856	123666097	"ENST00000542236.5_1"	"BBS12"	"+"	"protein_coding"	12241
"chr13"	46276454	46288694	"ENST00000310521.6_3"	"CBY2"	"+"	"protein_coding"	12240
"chr9"	33252468	33264706	"ENST00000634734.3_10"	"BAG1"	"-"	"protein_coding"	12238
"chr1"	154540253	154552489	"ENST00000368476.4_4"	"CHRNB2"	"+"	"protein_coding"	12236
"chr1"	248193371	248205607	"ENST00000641771.1_5"	"OR2L2"	"+"	"protein_coding"	12236
"chr17"	70339010	70351244	"ENST00000664653.1_1"	"LINC02003"	"+"	"lncRNA"	12234
"chr5"	36864526	36876759	"ENST00000647750.1_4"	"NIPBL-DT"	"-"	"lncRNA"	12233
"chrX"	135730316	135742549	"ENST00000370629.7_2"	"CD40LG"	"+"	"protein_coding"	12233
"chr10"	88414373	88426605	"ENST00000443292.1_1"	"OPN4"	"+"	"protein_coding"	12232
"chr19"	38810484	38822716	"ENST00000263372.5_3"	"KCNK6"	"+"	"protein_coding"	12232
"chr6"	31497995	31510225	"ENST00000458640.5_3"	"DDX39B"	"-"	"protein_coding"	12230
"chr18"	32912190	32924420	"ENST00000399061.3_3"	"ZNF24"	"-"	"protein_coding"	12230
"chr12"	57984974	57997201	"ENST00000354947.10_2"	"PIP4K2C"	"+"	"protein_coding"	12227
"chr3"	39183828	39196053	"ENST00000514182.1_3"	"CSRNP1"	"-"	"protein_coding"	12225
"chr3"	186383802	186396023	"ENST00000232003.5_2"	"HRG"	"+"	"protein_coding"	12221
"chr4"	4323688	4335909	"ENST00000509015.1_1"	"AC105415.1"	"+"	"lncRNA"	12221
"chr9"	35104117	35116338	"ENST00000605244.5_3"	"FAM214B"	"-"	"protein_coding"	12221
"chr8"	146024278	146036498	"ENST00000526178.1_1"	"ZNF517"	"+"	"processed_transcript"	12220
"chr11"	124440618	124452838	"ENST00000641165.1_1"	"OR8A1"	"+"	"processed_transcript"	12220
"chr18"	52553096	52565314	"ENST00000588466.1_3"	"AC098848.1"	"-"	"lncRNA"	12218
"chr15"	59413232	59425449	"ENST00000559026.1_1"	"AC092757.2"	"+"	"lncRNA"	12217
"chr19"	571276	583493	"ENST00000545507.6_4"	"BSG"	"+"	"protein_coding"	12217
"chr10"	21802403	21814611	"ENST00000449193.7_5"	"SKIDA1"	"-"	"protein_coding"	12208
"chr8"	11409996	11422203	"ENST00000602626.2_4"	"AC022239.1"	"-"	"lncRNA"	12207
"chr11"	60822863	60835069	"ENST00000664141.1_1"	"AP003721.2"	"+"	"lncRNA"	12206
"chr8"	130844546	130856750	"ENST00000524100.1_1"	"AC022973.5"	"+"	"lncRNA"	12204
"chr17"	53797278	53809482	"ENST00000575734.5_4"	"TMEM100"	"-"	"protein_coding"	12204
"chr5"	177209197	177221397	"ENST00000502515.1_1"	"AC140125.2"	"+"	"lncRNA"	12200
"chr17"	76126851	76139049	"ENST00000318430.10_2"	"TMC8"	"+"	"protein_coding"	12198
"chr2"	231902237	231914434	"ENST00000373640.5_2"	"C2orf72"	"+"	"protein_coding"	12197
"chr7"	26240781	26252976	"ENST00000337620.8_1"	"CBX3"	"+"	"protein_coding"	12195
"chr4"	177229418	177241609	"ENST00000512634.1_3"	"SPCS3-AS1"	"-"	"lncRNA"	12191
"chr15"	76555537	76567728	"ENST00000660046.1_1"	"AC027243.3"	"+"	"lncRNA"	12191
"chr9"	45034956	45047145	"ENST00000441101.1_3"	"FAM242E"	"-"	"lncRNA"	12189
"chr15"	39459939	39472127	"ENST00000558255.1_1"	"AC113146.1"	"+"	"lncRNA"	12188
"chr19"	50452241	50464429	"ENST00000447370.6_5"	"SIGLEC11"	"-"	"protein_coding"	12188
"chr3"	70654570	70666756	"ENST00000657024.1_3"	"AC104633.1"	"-"	"lncRNA"	12186
"chr9"	36764892	36777078	"ENST00000657370.1_3"	"AL442063.1"	"+"	"lncRNA"	12186
"chr2"	220059958	220072143	"ENST00000436556.5_5"	"ZFAND2B"	"+"	"protein_coding"	12185
"chr16"	1401931	1414114	"ENST00000204679.9_2"	"GNPTG"	"+"	"protein_coding"	12183
"chrX"	148609133	148621312	"ENST00000618757.4_3"	"LINC00893"	"-"	"lncRNA"	12179
"chr15"	75182382	75194560	"ENST00000352410.9_2"	"MPI"	"+"	"protein_coding"	12178
"chr16"	30488500	30500674	"ENST00000569459.1_3"	"AC116348.3"	"-"	"lncRNA"	12174
"chr9"	139607023	139619194	"ENST00000371692.9_2"	"DIPK1B"	"+"	"protein_coding"	12171
"chr16"	53524951	53537121	"ENST00000394657.12_5"	"AKTIP"	"-"	"protein_coding"	12170
"chr2"	114588764	114600933	"ENST00000446401.1_3"	"AC104653.1"	"-"	"lncRNA"	12169
"chr16"	2047655	2059822	"ENST00000562103.2_5"	"ZNF598"	"-"	"protein_coding"	12167
"chr4"	106461346	106473512	"ENST00000514879.1_3"	"AC004066.1"	"-"	"lncRNA"	12166
"chr16"	2273580	2285743	"ENST00000565090.5_1"	"E4F1"	"+"	"protein_coding"	12163
"chr9"	138466796	138478958	"ENST00000445997.1_1"	"LINC01502"	"+"	"lncRNA"	12162
"chrX"	150565675	150577836	"ENST00000330374.6_1"	"VMA21"	"+"	"protein_coding"	12161
"chr17"	8054133	8066293	"ENST00000498285.1_4"	"AC129492.3"	"-"	"protein_coding"	12160
"chr20"	33855687	33867846	"ENST00000444717.1_3"	"AL121753.1"	"-"	"nonsense_mediated_decay"	12159
"chr12"	56423432	56435590	"ENST00000551846.1_3"	"AC034102.3"	"-"	"lncRNA"	12158
"chr19"	507496	519654	"ENST00000359315.6_3"	"TPGS1"	"+"	"protein_coding"	12158
"chr19"	16272178	16284336	"ENST00000269878.8_4"	"CIB3"	"-"	"protein_coding"	12158
"chr12"	38549277	38561433	"ENST00000671057.1_1"	"AC079460.2"	"+"	"lncRNA"	12156
"chr22"	39417131	39429282	"ENST00000216099.13_3"	"APOBEC3D"	"+"	"protein_coding"	12151
"chr1"	155259083	155271229	"ENST00000342741.6_7"	"PKLR"	"-"	"protein_coding"	12146
"chr8"	52908769	52920915	"ENST00000523810.1_3"	"AC064807.3"	"-"	"lncRNA"	12146
"chr7"	100770384	100782528	"ENST00000223095.5_2"	"SERPINE1"	"+"	"protein_coding"	12144
"chr12"	52995250	53007389	"ENST00000551089.5_1"	"KRT73-AS1"	"+"	"lncRNA"	12139
"chr20"	48519927	48532066	"ENST00000289431.10_4"	"SPATA2"	"-"	"protein_coding"	12139
"chr8"	110975864	110988000	"ENST00000524391.6_4"	"KCNV1"	"-"	"protein_coding"	12136
"chr11"	64188006	64200142	"ENST00000449694.2_1"	"AP003774.1"	"+"	"lncRNA"	12136
"chr14"	93389494	93401630	"ENST00000216492.10_5"	"CHGA"	"+"	"protein_coding"	12136
"chr7"	150872784	150884919	"ENST00000377867.7_3"	"ASB10"	"-"	"protein_coding"	12135
"chr1"	198942507	198954635	"ENST00000661315.1_1"	"AC096631.1"	"+"	"lncRNA"	12128
"chr6"	116588922	116601050	"ENST00000652202.1_3"	"TSPYL1"	"-"	"nonsense_mediated_decay"	12128
"chr10"	107567982	107580107	"ENST00000447757.2_4"	"LINC02627"	"-"	"lncRNA"	12125
"chr16"	2076902	2089027	"ENST00000424542.7_4"	"SLC9A3R2"	"+"	"protein_coding"	12125
"chr17"	56160779	56172903	"ENST00000579991.3_2"	"DYNLL2"	"+"	"protein_coding"	12124
"chr12"	69605902	69618022	"ENST00000548266.1_2"	"AC127894.1"	"+"	"lncRNA"	12120
"chr7"	100171633	100183752	"ENST00000310300.11_4"	"LRCH4"	"-"	"protein_coding"	12119
"chr1"	152184551	152196669	"ENST00000368801.4_5"	"HRNR"	"-"	"protein_coding"	12118
"chr19"	56578049	56590167	"ENST00000587218.1_1"	"LINC01864"	"+"	"lncRNA"	12118
"chr5"	141018868	141030985	"ENST00000435817.7_4"	"FCHSD1"	"-"	"protein_coding"	12117
"chr22"	48799273	48811383	"ENST00000648629.1_1"	"Z72006.1"	"+"	"lncRNA"	12110
"chr12"	51442083	51454192	"ENST00000547318.5_1"	"LETMD1"	"+"	"nonsense_mediated_decay"	12109
"chr20"	55685695	55697801	"ENST00000652038.1_1"	"AL157414.1"	"+"	"lncRNA"	12106
"chrX"	1520703	1532808	"ENST00000425740.7_1"	"ASMTL-AS1"	"+"	"lncRNA"	12105
"chr1"	112298522	112310622	"ENST00000369702.5_2"	"DDX20"	"+"	"protein_coding"	12100
"chr2"	20866903	20879003	"ENST00000272224.5_2"	"GDF7"	"+"	"protein_coding"	12100
"chr1"	38478405	38490492	"ENST00000373014.5_2"	"UTP11"	"+"	"protein_coding"	12087
"chr3"	14840837	14852921	"ENST00000566553.1_3"	"LINC02011"	"-"	"lncRNA"	12084
"chr8"	125474725	125486805	"ENST00000499418.2_3"	"RNF139-AS1"	"-"	"lncRNA"	12080
"chr1"	154934773	154946852	"ENST00000368450.5_4"	"SHC1"	"-"	"protein_coding"	12079
"chr9"	673477	685555	"ENST00000421645.2_3"	"AL136979.1"	"-"	"lncRNA"	12078
"chr19"	36438016	36450094	"ENST00000592518.1_1"	"AF038458.3"	"+"	"lncRNA"	12078
"chr10"	91215820	91227897	"ENST00000454270.5_1"	"SLC16A12-AS1"	"+"	"lncRNA"	12077
"chr16"	89972564	89984641	"ENST00000570217.1_1"	"AC092143.3"	"+"	"retained_intron"	12077
"chr16"	71463882	71475957	"ENST00000561754.4_8"	"TLE7"	"-"	"protein_coding"	12075
"chr14"	101626812	101638886	"ENST00000672057.1_1"	"AL355836.4"	"+"	"lncRNA"	12074
"chr3"	48711276	48723348	"ENST00000294129.7_5"	"NCKIPSD"	"-"	"protein_coding"	12072
"chr20"	57570239	57582309	"ENST00000217131.6_4"	"CTSZ"	"-"	"protein_coding"	12070
"chr3"	52467050	52479119	"ENST00000231721.7_4"	"SEMA3G"	"-"	"protein_coding"	12069
"chr11"	4664649	4676718	"ENST00000530215.2_2"	"OR51E1"	"+"	"protein_coding"	12069
"chr17"	1145232	1157294	"ENST00000575911.1_3"	"AC144836.1"	"-"	"lncRNA"	12062
"chr3"	44690223	44702283	"ENST00000396056.7_2"	"ZNF35"	"+"	"protein_coding"	12060
"chr2"	203002292	203014350	"ENST00000652912.1_3"	"AC079354.2"	"-"	"lncRNA"	12058
"chrX"	48114826	48126879	"ENST00000376919.4_2"	"SSX1"	"+"	"protein_coding"	12053
"chr5"	141350201	141362252	"ENST00000520882.1_3"	"AC005740.3"	"-"	"lncRNA"	12051
"chr6"	35704808	35716856	"ENST00000373866.4_4"	"ARMC12"	"+"	"protein_coding"	12048
"chr1"	154916551	154928597	"ENST00000368465.5_4"	"PBXIP1"	"-"	"protein_coding"	12046
"chr15"	96936374	96948419	"ENST00000558246.1_3"	"AC087477.5"	"-"	"lncRNA"	12045
"chr9"	32540541	32552584	"ENST00000360538.7_5"	"TOPORS"	"-"	"protein_coding"	12043
"chr17"	18075938	18087981	"ENST00000577847.1_3"	"AC087164.1"	"-"	"lncRNA"	12043
"chr11"	45834769	45846809	"ENST00000534128.1_1"	"AC044839.3"	"+"	"lncRNA"	12040
"chr6"	26160992	26173030	"ENST00000635439.1_3"	"AL353759.1"	"-"	"lncRNA"	12038
"chr9"	136271182	136283216	"ENST00000371935.6_3"	"REXO4"	"-"	"protein_coding"	12034
"chr21"	15743435	15755467	"ENST00000285667.4_4"	"HSPA13"	"-"	"protein_coding"	12032
"chr2"	50848100	50860131	"ENST00000634985.1_1"	"AC009234.1"	"+"	"lncRNA"	12031
"chr1"	209541006	209553035	"ENST00000443636.1_1"	"LINC01698"	"+"	"lncRNA"	12029
"chr4"	10739181	10751210	"ENST00000635390.2_2"	"LINC02498"	"+"	"lncRNA"	12029
"chrX"	144899346	144911374	"ENST00000335565.6_4"	"SLITRK2"	"+"	"protein_coding"	12028
"chr19"	49977463	49989488	"ENST00000601800.5_1"	"FLT3LG"	"+"	"nonsense_mediated_decay"	12025
"chr9"	66457288	66469310	"ENST00000424345.5_1"	"LINC01410"	"+"	"lncRNA"	12022
"chr19"	55235983	55248003	"ENST00000291860.1_2"	"KIR3DL3"	"+"	"protein_coding"	12020
"chr14"	45846470	45858489	"ENST00000546784.2_1"	"AL162632.1"	"+"	"lncRNA"	12019
"chr2"	11798303	11810321	"ENST00000306928.6_4"	"NTSR2"	"-"	"protein_coding"	12018
"chr9"	68397877	68409893	"ENST00000417843.2_3"	"CR786580.1"	"-"	"lncRNA"	12016
"chr16"	66875335	66887351	"ENST00000551187.1_3"	"AC044802.2"	"-"	"lncRNA"	12016
"chr19"	19040011	19052026	"ENST00000392351.8_5"	"HOMER3"	"-"	"protein_coding"	12015
"chr7"	523743	535755	"ENST00000434541.1_3"	"AC147651.1"	"-"	"lncRNA"	12012
"chr11"	45377030	45389041	"ENST00000656602.1_1"	"LINC02696"	"+"	"lncRNA"	12011
"chr19"	48867623	48879634	"ENST00000344846.7_2"	"SYNGR4"	"+"	"protein_coding"	12011
"chr18"	71815757	71827766	"ENST00000169551.11_3"	"TIMM21"	"+"	"protein_coding"	12009
"chr20"	10733925	10745934	"ENST00000418690.1_3"	"AL135937.1"	"-"	"lncRNA"	12009
"chr3"	49158546	49170551	"ENST00000418109.5_3"	"LAMB2"	"-"	"protein_coding"	12005
"chr9"	135753413	135765418	"ENST00000372136.7_2"	"SPACA9"	"+"	"protein_coding"	12005
"chr11"	87783273	87795278	"ENST00000532849.1_1"	"AP005436.3"	"+"	"lncRNA"	12005
"chr15"	90777039	90789043	"ENST00000558017.5_1"	"GDPGP1"	"+"	"protein_coding"	12004
"chr12"	109015670	109027670	"ENST00000550948.2_4"	"SELPLG"	"-"	"protein_coding"	12000
"chr11"	111687937	111699936	"ENST00000531305.1_3"	"ALG9-IT1"	"-"	"lncRNA"	11999
"chr11"	44069530	44081527	"ENST00000378832.1_2"	"ACCSL"	"+"	"protein_coding"	11997
"chr17"	74845921	74857918	"ENST00000664044.1_1"	"LINC00868"	"+"	"lncRNA"	11997
"chr8"	12039618	12051614	"ENST00000534187.6_3"	"FAM86B1"	"-"	"nonsense_mediated_decay"	11996
"chr3"	119696999	119708994	"ENST00000679337.1_1"	"AC078856.1"	"-"	"lncRNA"	11995
"chrX"	135044228	135056222	"ENST00000305963.2_3"	"MMGT1"	"-"	"protein_coding"	11994
"chr9"	21410967	21422959	"ENST00000669680.1_3"	"AL353732.2"	"-"	"lncRNA"	11992
"chr10"	95868872	95880864	"ENST00000432707.1_1"	"AL139118.1"	"+"	"lncRNA"	11992
"chr6"	22663735	22675722	"ENST00000660833.1_1"	"AL033539.2"	"+"	"lncRNA"	11987
"chr17"	74541749	74553734	"ENST00000589963.1_3"	"AC015802.4"	"-"	"lncRNA"	11985
"chr19"	10812129	10824113	"ENST00000421333.6_1"	"QTRT1"	"+"	"nonsense_mediated_decay"	11984
"chr2"	46795394	46807377	"ENST00000506009.2_3"	"RHOQ-AS1"	"-"	"lncRNA"	11983
"chr9"	82489610	82501593	"ENST00000448475.1_3"	"AL161912.1"	"-"	"lncRNA"	11983
"chr15"	101389978	101401961	"ENST00000561231.5_1"	"AC015712.1"	"+"	"lncRNA"	11983
"chr12"	121067413	121079394	"ENST00000540369.2_4"	"AC125616.1"	"-"	"lncRNA"	11981
"chr1"	154897215	154909195	"ENST00000368467.4_4"	"PMVK"	"-"	"protein_coding"	11980
"chr6"	157428860	157440840	"ENST00000442936.1_3"	"AL049820.1"	"-"	"lncRNA"	11980
"chr7"	151125920	151137899	"ENST00000476631.5_3"	"CRYGN"	"-"	"processed_transcript"	11979
"chr8"	143751738	143763717	"ENST00000510969.1_1"	"PSCA"	"+"	"processed_transcript"	11979
"chr15"	78832785	78844759	"ENST00000044462.12_2"	"PSMA4"	"+"	"protein_coding"	11974
"chr12"	112844669	112856642	"ENST00000551291.6_3"	"RPL6"	"-"	"protein_coding"	11973
"chr16"	67311412	67323382	"ENST00000360461.9_2"	"PLEKHG4"	"+"	"protein_coding"	11970
"chr17"	33640497	33652467	"ENST00000662865.1_1"	"AC022706.1"	"+"	"lncRNA"	11970
"chr1"	44444873	44456842	"ENST00000372324.5_2"	"B4GALT2"	"+"	"protein_coding"	11969
"chr17"	73876415	73888384	"ENST00000591668.5_5"	"TRIM65"	"-"	"protein_coding"	11969
"chr19"	36157417	36169385	"ENST00000616789.4_1"	"UPK1A"	"+"	"protein_coding"	11968
"chr17"	42088555	42100519	"ENST00000589334.5_4"	"TMEM101"	"-"	"protein_coding"	11964
"chr16"	12839729	12851692	"ENST00000564016.1_1"	"AC109597.1"	"+"	"lncRNA"	11963
"chr6"	31514646	31526606	"ENST00000376146.8_2"	"NFKBIL1"	"+"	"protein_coding"	11960
"chr2"	71035774	71047731	"ENST00000272367.7_6"	"CLEC4F"	"-"	"protein_coding"	11957
"chr9"	115641199	115653156	"ENST00000374228.5_4"	"SLC46A2"	"-"	"protein_coding"	11957
"chr13"	39107479	39119436	"ENST00000414161.1_3"	"LINC00437"	"-"	"lncRNA"	11957
"chr1"	247875114	247887066	"ENST00000419891.1_4"	"AC118470.1"	"-"	"protein_coding"	11952
"chr1"	39692341	39704292	"ENST00000669616.1_4"	"AL442071.2"	"-"	"lncRNA"	11951
"chr7"	6120733	6132683	"ENST00000435547.5_1"	"AC004895.1"	"+"	"lncRNA"	11950
"chr7"	45139698	45151646	"ENST00000395655.8_4"	"TBRG4"	"-"	"protein_coding"	11948
"chr5"	134571923	134583869	"ENST00000505663.1_3"	"C5orf66-AS2"	"-"	"lncRNA"	11946
"chr15"	48623625	48635570	"ENST00000331200.8_3"	"DUT"	"+"	"protein_coding"	11945
"chr15"	67212148	67224093	"ENST00000559904.1_1"	"AC093334.1"	"+"	"lncRNA"	11945
"chr9"	99690591	99702535	"ENST00000354649.7_2"	"NUTM2G"	"+"	"protein_coding"	11944
"chr3"	49895421	49907364	"ENST00000463537.5_4"	"CAMKV"	"-"	"protein_coding"	11943
"chr17"	79336071	79348014	"ENST00000574472.1_1"	"AC110285.3"	"+"	"lncRNA"	11943
"chr19"	47724080	47736023	"ENST00000300880.11_3"	"BBC3"	"-"	"protein_coding"	11943
"chr12"	120639093	120651034	"ENST00000542265.6_2"	"PXN-AS1"	"+"	"lncRNA"	11941
"chr14"	38660187	38672128	"ENST00000555655.1_1"	"AL392023.1"	"+"	"lncRNA"	11941
"chr4"	17516787	17528727	"ENST00000511148.2_2"	"CLRN2"	"+"	"protein_coding"	11940
"chr20"	31169764	31181702	"ENST00000457213.1_1"	"AL133343.1"	"+"	"lncRNA"	11938
"chr8"	104133259	104145194	"ENST00000503718.2_1"	"LINC01181"	"+"	"lncRNA"	11935
"chr12"	68052770	68064699	"ENST00000425371.2_4"	"AC078777.1"	"-"	"lncRNA"	11929
"chr5"	115140429	115152356	"ENST00000250535.5_4"	"CDO1"	"-"	"protein_coding"	11927
"chr7"	99712836	99724762	"ENST00000494221.1_3"	"AC073842.2"	"-"	"lncRNA"	11926
"chr19"	40325097	40337019	"ENST00000221801.8_5"	"FBL"	"-"	"protein_coding"	11922
"chr7"	6617084	6629005	"ENST00000335965.11_2"	"ZDHHC4"	"+"	"protein_coding"	11921
"chr1"	155278538	155290457	"ENST00000611010.4_2"	"FDPS"	"+"	"protein_coding"	11919
"chr4"	105478116	105490034	"ENST00000508358.1_1"	"AC004063.1"	"+"	"lncRNA"	11918
"chr15"	26110441	26122358	"ENST00000557558.1_1"	"AC016266.1"	"+"	"lncRNA"	11917
"chrX"	48620150	48632064	"ENST00000303227.11_4"	"GLOD5"	"+"	"protein_coding"	11914
"chr9"	86893133	86905046	"ENST00000419815.1_1"	"AL356134.1"	"+"	"lncRNA"	11913
"chr1"	27668512	27680423	"ENST00000318074.9_4"	"SYTL1"	"+"	"protein_coding"	11911
"chr10"	47741975	47753885	"ENST00000623463.2_2"	"AC244230.1"	"+"	"lncRNA"	11910
"chr19"	51328560	51340469	"ENST00000326856.8_4"	"KLK15"	"-"	"protein_coding"	11909
"chr2"	214020529	214032436	"ENST00000426870.1_3"	"LINC01953"	"-"	"lncRNA"	11907
"chr11"	29467033	29478940	"ENST00000527727.1_1"	"AC090124.1"	"+"	"lncRNA"	11907
"chr20"	37033539	37045444	"ENST00000422519.2_4"	"AL391095.1"	"-"	"lncRNA"	11905
"chr1"	153895812	153907716	"ENST00000641267.1_1"	"AL358472.5"	"+"	"lncRNA"	11904
"chr1"	155978838	155990742	"ENST00000295702.9_4"	"SSR2"	"-"	"protein_coding"	11904
"chr3"	183948216	183960117	"ENST00000426955.6_2"	"VWA5B2"	"+"	"protein_coding"	11901
"chr16"	22342359	22354259	"ENST00000667915.1_3"	"AC092338.3"	"-"	"lncRNA"	11900
"chr9"	34084329	34096223	"ENST00000448245.1_1"	"AL354989.1"	"+"	"lncRNA"	11894
"chr12"	133287427	133299320	"ENST00000498926.7_2"	"PGAM5"	"+"	"protein_coding"	11893
"chr3"	10183461	10195351	"ENST00000256474.3_2"	"VHL"	"+"	"protein_coding"	11890
"chr18"	6784612	6796502	"ENST00000656732.1_3"	"AP005210.2"	"-"	"lncRNA"	11890
"chr8"	49959210	49971095	"ENST00000659800.1_1"	"AC044893.2"	"+"	"lncRNA"	11885
"chr19"	57631410	57643294	"ENST00000254181.8_1"	"USP29"	"+"	"protein_coding"	11884
"chr17"	34058657	34070540	"ENST00000603017.2_2"	"RASL10B"	"+"	"protein_coding"	11883
"chr4"	57676026	57687908	"ENST00000248701.8_4"	"SPINK2"	"-"	"protein_coding"	11882
"chr17"	1992974	2004854	"ENST00000571815.1_1"	"AC090617.4"	"+"	"lncRNA"	11880
"chr4"	74702903	74714781	"ENST00000503446.1_1"	"CXCL6"	"+"	"processed_transcript"	11878
"chr2"	180138557	180150434	"ENST00000419129.1_1"	"AC093911.1"	"+"	"lncRNA"	11877
"chr15"	43650369	43662246	"ENST00000396976.6_3"	"ZSCAN29"	"-"	"protein_coding"	11877
"chr1"	49723082	49734957	"ENST00000420071.1_1"	"AGBL4-AS1"	"+"	"lncRNA"	11875
"chr17"	1537151	1549026	"ENST00000263071.9_5"	"SCARF1"	"-"	"protein_coding"	11875
"chr11"	10818600	10830473	"ENST00000339995.11_7"	"EIF4G2"	"-"	"protein_coding"	11873
"chr19"	58411663	58423535	"ENST00000594396.1_5"	"ZNF417"	"-"	"protein_coding"	11872
"chr11"	67806491	67818362	"ENST00000265686.8_2"	"TCIRG1"	"+"	"protein_coding"	11871
"chr17"	18281091	18292961	"ENST00000399134.5_2"	"EVPLL"	"+"	"protein_coding"	11870
"chr1"	70017530	70029398	"ENST00000662276.1_1"	"AL359894.1"	"+"	"lncRNA"	11868
"chr11"	3050623	3062490	"ENST00000499962.1_1"	"CARS1-AS1"	"+"	"lncRNA"	11867
"chr19"	36024357	36036221	"ENST00000222286.9_2"	"GAPDHS"	"+"	"protein_coding"	11864
"chr19"	52196582	52208443	"ENST00000637797.2_3"	"SPACA6"	"+"	"protein_coding"	11861
"chr2"	242300305	242312164	"ENST00000657185.1_2"	"AC005104.2"	"-"	"lncRNA"	11859
"chr15"	98104078	98115937	"ENST00000658524.1_1"	"AC026523.4"	"+"	"lncRNA"	11859
"chr9"	44823672	44835521	"ENST00000419207.3_2"	"FAM242D"	"+"	"lncRNA"	11849
"chr2"	171623387	171635235	"ENST00000669009.1_1"	"AC007405.3"	"+"	"lncRNA"	11848
"chr11"	126152981	126164828	"ENST00000392679.5_4"	"TIRAP"	"+"	"protein_coding"	11847
"chrX"	48367349	48379194	"ENST00000359882.8_2"	"PORCN"	"+"	"protein_coding"	11845
"chr19"	12255704	12267549	"ENST00000439556.3_4"	"ZNF625"	"-"	"protein_coding"	11845
"chr3"	88206038	88217879	"ENST00000485219.1_1"	"C3orf38"	"+"	"processed_transcript"	11841
"chr1"	26137960	26149799	"ENST00000559265.1_1"	"AL020996.2"	"+"	"retained_intron"	11839
"chr17"	6531938	6543776	"ENST00000634965.2_5"	"AC004706.3"	"-"	"protein_coding"	11838
"chr19"	2236822	2248654	"ENST00000221494.10_5"	"SF3A2"	"+"	"protein_coding"	11832
"chr19"	58141762	58153594	"ENST00000407202.6_2"	"ZNF211"	"+"	"protein_coding"	11832
"chr22"	30115991	30127822	"ENST00000216144.4_2"	"CABP7"	"+"	"protein_coding"	11831
"chr1"	155023421	155035251	"ENST00000527418.5_1"	"ADAM15"	"+"	"retained_intron"	11830
"chr11"	118967212	118979041	"ENST00000409993.6_3"	"DPAGT1"	"-"	"protein_coding"	11829
"chr19"	58208734	58220562	"ENST00000451275.1_3"	"ZNF154"	"-"	"nonsense_mediated_decay"	11828
"chr19"	16126443	16138270	"ENST00000549354.6_1"	"LINC00661"	"+"	"lncRNA"	11827
"chr19"	18642560	18654387	"ENST00000597960.7_5"	"FKBP8"	"-"	"protein_coding"	11827
"chr1"	203965659	203977485	"ENST00000655658.1_3"	"AC096645.1"	"+"	"lncRNA"	11826
"chr12"	6666036	6677857	"ENST00000541778.5_6"	"NOP2"	"-"	"protein_coding"	11821
"chr11"	1773984	1785803	"ENST00000429746.2_4"	"CTSD"	"-"	"protein_coding"	11819
"chr8"	28547731	28559547	"ENST00000664346.1_3"	"EXTL3-AS1"	"-"	"lncRNA"	11816
"chr1"	169279902	169291717	"ENST00000432081.1_1"	"Z99758.1"	"+"	"lncRNA"	11815
"chr14"	21384924	21396739	"ENST00000555642.1_3"	"AL355922.3"	"-"	"lncRNA"	11815
"chr4"	59390679	59402493	"ENST00000509824.1_3"	"LINC02494"	"-"	"lncRNA"	11814
"chr12"	52486268	52498081	"ENST00000547538.1_3"	"AC078864.1"	"-"	"lncRNA"	11813
"chr8"	41467210	41479021	"ENST00000581909.1_3"	"AC009630.3"	"-"	"lncRNA"	11811
"chr5"	22755124	22766933	"ENST00000660998.1_1"	"AC091938.1"	"+"	"lncRNA"	11809
"chr10"	114569789	114581597	"ENST00000648389.1_3"	"AL158212.5"	"-"	"lncRNA"	11808
"chr22"	50989540	51001348	"ENST00000406915.4_4"	"SYCE3"	"-"	"protein_coding"	11808
"chr19"	48260292	48272097	"ENST00000602048.1_3"	"NOP53-AS1"	"-"	"lncRNA"	11805
"chr1"	46997837	47009641	"ENST00000634804.2_5"	"TMEM275"	"-"	"protein_coding"	11804
"chr19"	23085339	23097142	"ENST00000651654.1_3"	"AC022145.1"	"-"	"lncRNA"	11803
"chr22"	38077679	38089482	"ENST00000493862.5_1"	"NOL12"	"+"	"processed_transcript"	11803
"chr2"	15808807	15820608	"ENST00000431117.1_3"	"AC008278.1"	"-"	"lncRNA"	11801
"chr13"	39612447	39624246	"ENST00000470258.5_1"	"NHLRC3"	"+"	"protein_coding"	11799
"chr6"	46126921	46138717	"ENST00000371383.7_4"	"ENPP5"	"-"	"protein_coding"	11796
"chr11"	127203	138998	"ENST00000526704.6_3"	"LINC01001"	"-"	"lncRNA"	11795
"chr5"	4135750	4147542	"ENST00000666998.1_1"	"LINC02063"	"+"	"lncRNA"	11792
"chr4"	34659227	34671018	"ENST00000513564.1_1"	"AC093689.1"	"+"	"lncRNA"	11791
"chr4"	174318920	174330710	"ENST00000664814.1_1"	"AC093849.4"	"+"	"lncRNA"	11790
"chr9"	104161154	104172942	"ENST00000374861.7_6"	"ZNF189"	"+"	"protein_coding"	11788
