"pairid_mouse"	"pairid_human"	"SYMBOL_Host_mouse"	"SYMBOL_Nested_mouse"	"geneChr_Nested_mouse"	"geneStart_Nested_mouse"	"geneEnd_Nested_mouse"	"ENST_Nested_mouse"	"Strand_nested_mouse"	"biotype_nested_mouse"	"geneChr_Host_mouse"	"geneStart_Host_mouse"	"geneEnd_Host_mouse"	"ENST_Host_mouse"	"Strand_host_mouse"	"biotype_host_mouse"	"Overlap_size_mouse"	"Strandness_mouse"	"ENST_Host_Human"	"ENST_Nested_Human"	"geneChr_Nested_Human"	"geneStart_Nested_Human"	"geneEnd_Nested_Human"	"SYMBOL_Nested_Human"	"Strand_nested_Human"	"biotype_nested_Human"	"geneChr_Host_Human"	"geneStart_Host_Human"	"geneEnd_Host_Human"	"SYMBOL_Host_Human"	"Strand_host_Human"	"biotype_host_Human"	"Overlap_size_Human"	"Strandness_human"
"118"	"5622_ID"	"7321_ID"	"Slco1a5"	"Iapp"	"chr6"	142298422	142303961	"ENSMUST00000041993.2"	"+"	"protein_coding"	"chr6"	142234226	142322981	"ENSMUST00000081380.9"	"-"	"protein_coding"	5539	"opposite"	"ENST00000307378.10"	"ENST00000539393.5"	"chr12"	21507892	21531429	"IAPP"	"+"	"protein_coding"	"chr12"	21417533	21548371	"SLCO1A2"	"-"	"protein_coding"	25022	"opposite"
"119"	"5631_ID"	"7344_ID"	"Mettl9"	"Igsf6"	"chr7"	121064066	121074572	"ENSMUST00000047194.3"	"-"	"protein_coding"	"chr7"	121034444	121076835	"ENSMUST00000033163.7"	"+"	"protein_coding"	10506	"opposite"	"ENST00000567404.5"	"ENST00000268389.6"	"chr16"	21650870	21663929	"IGSF6"	"-"	"protein_coding"	"chr16"	21608542	21666645	"METTL9"	"+"	"protein_coding"	13059	"opposite"
"120"	"5639_ID"	"7360_ID"	"Dock1"	"Insyn2a"	"chr7"	134881925	134938305	"ENSMUST00000210055.1"	"-"	"protein_coding"	"chr7"	134670686	135173639	"ENSMUST00000084488.4"	"+"	"protein_coding"	56505	"opposite"	"ENST00000280333.9"	"ENST00000522781.6"	"chr10"	128933693	128994855	"INSYN2A"	"-"	"protein_coding"	"chr10"	128593977	129250781	"DOCK1"	"+"	"protein_coding"	61166	"opposite"
"121"	"5640_ID"	"7361_ID"	"Dock2"	"Insyn2b"	"chr11"	34314757	34422640	"ENSMUST00000165963.8"	"+"	"protein_coding"	"chr11"	34226814	34783892	"ENSMUST00000093193.11"	"-"	"protein_coding"	107883	"opposite"	"ENST00000520908.7"	"ENST00000377365.4"	"chr5"	169288306	169407499	"INSYN2B"	"-"	"protein_coding"	"chr5"	169064278	169510386	"DOCK2"	"+"	"protein_coding"	119193	"opposite"
"122"	"5650_ID"	"7385_ID"	"Atp5o"	"Itsn1"	"chr16"	91729352	91920597	"ENSMUST00000114002.8"	"+"	"protein_coding"	"chr16"	91684397	91926982	"ENSMUST00000159295.7"	"-"	"protein_coding"	191317	"opposite"	"ENST00000429238.2"	"ENST00000381318.8"	"chr21"	35014806	35272165	"ITSN1"	"+"	"protein_coding"	"chr21"	34956992	35303911	"AP000311.1"	"-"	"protein_coding"	257460	"opposite"
"123"	"5658_ID"	"7419_ID"	"Gigyf2"	"Kcnj13"	"chr1"	87386362	87394729	"ENSMUST00000113212.3"	"-"	"protein_coding"	"chr1"	87327002	87450796	"ENSMUST00000027475.14"	"+"	"protein_coding"	8367	"opposite"	"ENST00000373563.9"	"ENST00000233826.4"	"chr2"	233630511	233641275	"KCNJ13"	"-"	"protein_coding"	"chr2"	233562040	233725315	"GIGYF2"	"+"	"protein_coding"	10764	"opposite"
"124"	"5660_ID"	"7425_ID"	"Kcnip1"	"Kcnmb1"	"chr11"	33963012	33973641	"ENSMUST00000020362.2"	"+"	"protein_coding"	"chr11"	33629789	33992988	"ENSMUST00000238903.1"	"-"	"protein_coding"	10629	"opposite"	"ENST00000377360.8"	"ENST00000274629.9"	"chr5"	169801674	169816371	"KCNMB1"	"-"	"protein_coding"	"chr5"	169780490	170162939	"KCNIP1"	"+"	"protein_coding"	14964	"opposite"
"125"	"5679_ID"	"7476_ID"	"Tspear"	"Krtap10-10"	"chr10"	77835946	77837252	"ENSMUST00000218843.1"	"+"	"protein_coding"	"chr10"	77686568	77886769	"ENSMUST00000092366.3"	"+"	"protein_coding"	1306	"same"	"ENST00000323084.9"	"ENST00000334670.9"	"chr21"	46066330	46067567	"KRTAP10-11"	"+"	"protein_coding"	"chr21"	45917775	46131487	"TSPEAR"	"-"	"protein_coding"	1237	"opposite"
"126"	"5679_ID"	"7484_ID"	"Tspear"	"Krtap10-10"	"chr10"	77835946	77837252	"ENSMUST00000218843.1"	"+"	"protein_coding"	"chr10"	77686568	77886769	"ENSMUST00000092366.3"	"+"	"protein_coding"	1306	"same"	"ENST00000323084.9"	"ENST00000400368.1"	"chr21"	46011148	46012386	"KRTAP10-6"	"-"	"protein_coding"	"chr21"	45917775	46131487	"TSPEAR"	"-"	"protein_coding"	1238	"same"
"127"	"5679_ID"	"7490_ID"	"Tspear"	"Krtap10-10"	"chr10"	77835946	77837252	"ENSMUST00000218843.1"	"+"	"protein_coding"	"chr10"	77686568	77886769	"ENSMUST00000092366.3"	"+"	"protein_coding"	1306	"same"	"ENST00000323084.9"	"ENST00000397911.5"	"chr21"	46047009	46048295	"KRTAP10-9"	"+"	"protein_coding"	"chr21"	45917775	46131487	"TSPEAR"	"-"	"protein_coding"	1286	"opposite"
"128"	"5681_ID"	"7476_ID"	"Tspear"	"Krtap10-4"	"chr10"	77826114	77827095	"ENSMUST00000092369.3"	"-"	"protein_coding"	"chr10"	77686568	77886769	"ENSMUST00000092366.3"	"+"	"protein_coding"	981	"opposite"	"ENST00000323084.9"	"ENST00000334670.9"	"chr21"	46066330	46067567	"KRTAP10-11"	"+"	"protein_coding"	"chr21"	45917775	46131487	"TSPEAR"	"-"	"protein_coding"	1237	"opposite"
"129"	"5681_ID"	"7484_ID"	"Tspear"	"Krtap10-4"	"chr10"	77826114	77827095	"ENSMUST00000092369.3"	"-"	"protein_coding"	"chr10"	77686568	77886769	"ENSMUST00000092366.3"	"+"	"protein_coding"	981	"opposite"	"ENST00000323084.9"	"ENST00000400368.1"	"chr21"	46011148	46012386	"KRTAP10-6"	"-"	"protein_coding"	"chr21"	45917775	46131487	"TSPEAR"	"-"	"protein_coding"	1238	"same"
"130"	"5681_ID"	"7490_ID"	"Tspear"	"Krtap10-4"	"chr10"	77826114	77827095	"ENSMUST00000092369.3"	"-"	"protein_coding"	"chr10"	77686568	77886769	"ENSMUST00000092366.3"	"+"	"protein_coding"	981	"opposite"	"ENST00000323084.9"	"ENST00000397911.5"	"chr21"	46047009	46048295	"KRTAP10-9"	"+"	"protein_coding"	"chr21"	45917775	46131487	"TSPEAR"	"-"	"protein_coding"	1286	"opposite"
"131"	"5682_ID"	"7484_ID"	"Tspear"	"Krtap12-1"	"chr10"	77720598	77721254	"ENSMUST00000092370.2"	"+"	"protein_coding"	"chr10"	77686568	77886769	"ENSMUST00000092366.3"	"+"	"protein_coding"	656	"same"	"ENST00000323084.9"	"ENST00000400368.1"	"chr21"	46011148	46012386	"KRTAP10-6"	"-"	"protein_coding"	"chr21"	45917775	46131487	"TSPEAR"	"-"	"protein_coding"	1238	"same"
"132"	"5682_ID"	"7490_ID"	"Tspear"	"Krtap12-1"	"chr10"	77720598	77721254	"ENSMUST00000092370.2"	"+"	"protein_coding"	"chr10"	77686568	77886769	"ENSMUST00000092366.3"	"+"	"protein_coding"	656	"same"	"ENST00000323084.9"	"ENST00000397911.5"	"chr21"	46047009	46048295	"KRTAP10-9"	"+"	"protein_coding"	"chr21"	45917775	46131487	"TSPEAR"	"-"	"protein_coding"	1286	"opposite"
"133"	"5684_ID"	"5635_ID"	"Txndc12"	"Kti12"	"chr4"	108847784	108849413	"ENSMUST00000102738.3"	"+"	"protein_coding"	"chr4"	108834600	108862127	"ENSMUST00000030296.8"	"+"	"protein_coding"	1629	"same"	"ENST00000371626.9"	"ENST00000648686.1"	"chr1"	52485824	52499022	"AL445685.3"	"-"	"nonsense_mediated_decay"	"chr1"	52485802	52520863	"TXNDC12"	"-"	"protein_coding"	13198	"same"
"134"	"5684_ID"	"7497_ID"	"Txndc12"	"Kti12"	"chr4"	108847784	108849413	"ENSMUST00000102738.3"	"+"	"protein_coding"	"chr4"	108834600	108862127	"ENSMUST00000030296.8"	"+"	"protein_coding"	1629	"same"	"ENST00000371626.9"	"ENST00000371614.2"	"chr1"	52497774	52499482	"KTI12"	"-"	"protein_coding"	"chr1"	52485802	52520863	"TXNDC12"	"-"	"protein_coding"	1708	"same"
"135"	"5699_ID"	"7848_ID"	"Rb1"	"Lpar6"	"chr14"	73237894	73243294	"ENSMUST00000044405.7"	"+"	"protein_coding"	"chr14"	73195501	73325822	"ENSMUST00000022701.6"	"-"	"protein_coding"	5400	"opposite"	"ENST00000643064.1"	"ENST00000465365.6"	"chr13"	48963702	49018803	"LPAR6"	"-"	"processed_transcript"	"chr13"	48955385	49173572	"RB1"	"+"	"protein_coding"	55138	"opposite"
"136"	"5702_ID"	"7850_ID"	"Pcx"	"Lrfn4"	"chr19"	4611784	4615667	"ENSMUST00000113822.2"	"-"	"protein_coding"	"chr19"	4510471	4621752	"ENSMUST00000068004.12"	"+"	"protein_coding"	3883	"opposite"	"ENST00000529047.6"	"ENST00000309602.5"	"chr11"	66624534	66627946	"LRFN4"	"+"	"protein_coding"	"chr11"	66615887	66725854	"PC"	"-"	"protein_coding"	3829	"opposite"
"137"	"5706_ID"	"7855_ID"	"Fbxl13"	"Lrrc17"	"chr5"	21543562	21575904	"ENSMUST00000035651.5"	"+"	"protein_coding"	"chr5"	21483846	21645605	"ENSMUST00000051358.10"	"-"	"protein_coding"	32346	"opposite"	"ENST00000448002.6"	"ENST00000339431.9"	"chr7"	102553446	102585558	"LRRC17"	"+"	"protein_coding"	"chr7"	102453676	102715286	"FBXL13"	"-"	"nonsense_mediated_decay"	32112	"opposite"
"138"	"5708_ID"	"7858_ID"	"Ift74"	"Lrrc19"	"chr4"	94636652	94650144	"ENSMUST00000053419.8"	"-"	"protein_coding"	"chr4"	94614490	94693229	"ENSMUST00000030311.10"	"+"	"protein_coding"	13492	"opposite"	"ENST00000433700.5"	"ENST00000380055.6"	"chr9"	26993133	27005670	"LRRC19"	"-"	"protein_coding"	"chr9"	26947036	27062923	"IFT74"	"+"	"protein_coding"	12537	"opposite"
"139"	"5709_ID"	"7861_ID"	"Snd1"	"Lrrc4"	"chr6"	28661830	28830345	"ENSMUST00000171353.1"	"-"	"protein_coding"	"chr6"	28480358	28935162	"ENSMUST00000167201.1"	"+"	"protein_coding"	169917	"opposite"	"ENST00000354725.8"	"ENST00000249363.4"	"chr7"	127667123	127671490	"LRRC4"	"-"	"protein_coding"	"chr7"	127292247	127732645	"SND1"	"+"	"protein_coding"	5037	"opposite"
"140"	"571_ID"	"6410_ID"	"Agbl4"	"Bend5"	"chr4"	111415005	111460298	"ENSMUST00000030274.6"	"+"	"protein_coding"	"chr4"	110397697	111664324	"ENSMUST00000106592.7"	"+"	"protein_coding"	45293	"same"	"ENST00000371839.6"	"ENST00000371833.4"	"chr1"	49193190	49242563	"BEND5"	"-"	"protein_coding"	"chr1"	48998525	50489626	"AGBL4"	"-"	"protein_coding"	49451	"same"
"141"	"5713_ID"	"7871_ID"	"Immp2l"	"Lrrn3"	"chr12"	41451667	41486431	"ENSMUST00000043884.5"	"-"	"protein_coding"	"chr12"	41024089	41955588	"ENSMUST00000132121.7"	"+"	"protein_coding"	34764	"opposite"	"ENST00000405709.7"	"ENST00000451085.5"	"chr7"	110731061	110765507	"LRRN3"	"+"	"protein_coding"	"chr7"	110302699	111202548	"IMMP2L"	"-"	"protein_coding"	34449	"opposite"
"142"	"5714_ID"	"7872_ID"	"Ctnna2"	"Lrrtm1"	"chr6"	77242688	77257791	"ENSMUST00000020400.4"	"+"	"protein_coding"	"chr6"	76881636	77979699	"ENSMUST00000160894.7"	"-"	"protein_coding"	15103	"opposite"	"ENST00000466387.5"	"ENST00000417012.5"	"chr2"	80515475	80531518	"LRRTM1"	"-"	"nonsense_mediated_decay"	"chr2"	79412356	80875904	"CTNNA2"	"+"	"protein_coding"	16402	"opposite"
"143"	"5715_ID"	"7873_ID"	"Ctnna1"	"Lrrtm2"	"chr18"	35209002	35215024	"ENSMUST00000091636.4"	"-"	"protein_coding"	"chr18"	35118858	35254779	"ENSMUST00000042345.7"	"+"	"protein_coding"	6022	"opposite"	"ENST00000627109.2"	"ENST00000274711.7"	"chr5"	138204609	138211024	"LRRTM2"	"-"	"protein_coding"	"chr5"	138089106	138270722	"CTNNA1"	"+"	"protein_coding"	6448	"opposite"
"144"	"5716_ID"	"7874_ID"	"Ctnna3"	"Lrrtm3"	"chr10"	63928471	64090274	"ENSMUST00000105439.1"	"-"	"protein_coding"	"chr10"	63430097	65002965	"ENSMUST00000105441.7"	"+"	"protein_coding"	161806	"opposite"	"ENST00000433211.7"	"ENST00000361320.5"	"chr10"	68685793	68861309	"LRRTM3"	"+"	"protein_coding"	"chr10"	67672280	69455953	"CTNNA3"	"-"	"protein_coding"	175516	"opposite"
"145"	"5717_ID"	"7876_ID"	"Cacna2d3"	"Lrtm1"	"chr14"	29018207	29033645	"ENSMUST00000055662.3"	"+"	"protein_coding"	"chr14"	28904942	29721864	"ENSMUST00000022567.8"	"-"	"protein_coding"	15438	"opposite"	"ENST00000474759.6"	"ENST00000493075.1"	"chr3"	54952359	55001115	"LRTM1"	"-"	"protein_coding"	"chr3"	54156578	55108584	"CACNA2D3"	"+"	"protein_coding"	48858	"opposite"
"146"	"5718_ID"	"7877_ID"	"Cacna2d4"	"Lrtm2"	"chr6"	119315132	119330766	"ENSMUST00000068351.13"	"-"	"protein_coding"	"chr6"	119236525	119352407	"ENSMUST00000037434.12"	"+"	"protein_coding"	15634	"opposite"	"ENST00000280663.12"	"ENST00000543818.5"	"chr12"	1929432	1945918	"LRTM2"	"+"	"protein_coding"	"chr12"	1901128	2027832	"CACNA2D4"	"-"	"retained_intron"	16487	"opposite"
"147"	"5719_ID"	"7884_ID"	"Gfm1"	"Lxn"	"chr3"	67457997	67463926	"ENSMUST00000058981.2"	"-"	"protein_coding"	"chr3"	67430095	67476529	"ENSMUST00000077271.8"	"+"	"protein_coding"	5929	"opposite"	"ENST00000486715.6"	"ENST00000482640.5"	"chr3"	158363610	158387382	"LXN"	"-"	"protein_coding"	"chr3"	158362315	158413370	"GFM1"	"+"	"protein_coding"	26827	"opposite"
"148"	"5727_ID"	"7898_ID"	"Lrba"	"Mab21l2"	"chr3"	86545580	86548283	"ENSMUST00000077524.3"	"-"	"protein_coding"	"chr3"	86224679	86782689	"ENSMUST00000107635.6"	"+"	"protein_coding"	2703	"opposite"	"ENST00000357115.9"	"ENST00000317605.6"	"chr4"	151503302	151505845	"MAB21L2"	"+"	"protein_coding"	"chr4"	151185586	151936879	"LRBA"	"-"	"protein_coding"	2543	"opposite"
"149"	"5747_ID"	"7958_ID"	"Pank2"	"Mir103-2"	"chr2"	131288051	131288137	"ENSMUST00000083629.1"	"+"	"miRNA"	"chr2"	131262499	131299188	"ENSMUST00000150843.7"	"+"	"protein_coding"	86	"same"	"ENST00000497424.5"	"ENST00000362154.1"	"chr20"	3898140	3898218	"MIR103A2"	"+"	"miRNA"	"chr20"	3869485	3907605	"PANK2"	"+"	"protein_coding"	78	"same"
"150"	"5748_ID"	"7959_ID"	"Gabra3"	"Mir105"	"chrX"	72591499	72591579	"ENSMUST00000104655.1"	"-"	"miRNA"	"chrX"	72432680	72656186	"ENSMUST00000055966.12"	"-"	"protein_coding"	80	"same"	"ENST00000370314.9"	"ENST00000385222.1"	"chrX"	151560690	151560771	"MIR105-1"	"-"	"miRNA"	"chrX"	151334705	151619787	"GABRA3"	"-"	"protein_coding"	81	"same"
"151"	"5748_ID"	"7960_ID"	"Gabra3"	"Mir105"	"chrX"	72591499	72591579	"ENSMUST00000104655.1"	"-"	"miRNA"	"chrX"	72432680	72656186	"ENSMUST00000055966.12"	"-"	"protein_coding"	80	"same"	"ENST00000370314.9"	"ENST00000385083.1"	"chrX"	151562883	151562964	"MIR105-2"	"-"	"miRNA"	"chrX"	151334705	151619787	"GABRA3"	"-"	"protein_coding"	81	"same"
"152"	"5749_ID"	"7962_ID"	"Mcm7"	"Mir106b"	"chr5"	138165736	138165818	"ENSMUST00000083580.1"	"-"	"miRNA"	"chr5"	138164582	138172422	"ENSMUST00000000505.15"	"-"	"protein_coding"	82	"same"	"ENST00000621318.4"	"ENST00000385301.1"	"chr7"	99691615	99691697	"MIR106B"	"-"	"miRNA"	"chr7"	99690351	99699563	"MCM7"	"-"	"protein_coding"	82	"same"
"153"	"5752_ID"	"7964_ID"	"Hoxd3"	"Mir10b"	"chr2"	74726069	74726137	"ENSMUST00000083566.3"	"+"	"miRNA"	"chr2"	74711926	74748271	"ENSMUST00000111983.8"	"+"	"protein_coding"	68	"same"	"ENST00000432796.2"	"ENST00000385011.1"	"chr2"	177015030	177015140	"MIR10B"	"+"	"miRNA"	"chr2"	177001684	177034143	"HOXD3"	"+"	"protein_coding"	110	"same"
"154"	"5762_ID"	"7983_ID"	"Vwa5b2"	"Mir1224"	"chr16"	20604451	20604536	"ENSMUST00000117019.1"	"+"	"miRNA"	"chr16"	20589581	20605377	"ENSMUST00000096197.10"	"+"	"protein_coding"	85	"same"	"ENST00000426955.6"	"ENST00000408193.1"	"chr3"	183959192	183959277	"MIR1224"	"+"	"miRNA"	"chr3"	183948216	183960117	"VWA5B2"	"+"	"protein_coding"	85	"same"
"155"	"5770_ID"	"8011_ID"	"Spaca6"	"Mir125a"	"chr17"	17830811	17830879	"ENSMUST00000083545.2"	"+"	"miRNA"	"chr17"	17827157	17839071	"ENSMUST00000226899.1"	"+"	"protein_coding"	68	"same"	"ENST00000646845.1"	"ENST00000385273.1"	"chr19"	52196506	52196592	"MIR125A"	"+"	"miRNA"	"chr19"	52192380	52197808	"SPACA6"	"+"	"protein_coding"	86	"same"
"156"	"5777_ID"	"8015_ID"	"Egfl7"	"Mir126a"	"chr2"	26591356	26591429	"ENSMUST00000083606.1"	"+"	"miRNA"	"chr2"	26581055	26592684	"ENSMUST00000166920.9"	"+"	"protein_coding"	73	"same"	"ENST00000371699.5"	"ENST00000362291.1"	"chr9"	139565053	139565138	"MIR126"	"+"	"miRNA"	"chr9"	139553307	139567130	"EGFL7"	"+"	"protein_coding"	85	"same"
"157"	"5800_ID"	"8087_ID"	"Glyctk"	"Mir135a-1"	"chr9"	106154123	106154213	"ENSMUST00000083473.1"	"+"	"miRNA"	"chr9"	106152868	106158138	"ENSMUST00000112543.8"	"-"	"protein_coding"	90	"opposite"	"ENST00000436784.7"	"ENST00000385191.1"	"chr3"	52328234	52328324	"MIR135A1"	"-"	"miRNA"	"chr3"	52321843	52329273	"GLYCTK"	"+"	"protein_coding"	90	"opposite"
"158"	"5809_ID"	"8093_ID"	"Gm45837"	"Mir139"	"chr7"	101475375	101475443	"ENSMUST00000083512.1"	"+"	"miRNA"	"chr7"	101410885	101512819	"ENSMUST00000084894.14"	"+"	"protein_coding"	68	"same"	"ENST00000334456.10"	"ENST00000606837.1"	"chr11"	72326106	72326174	"MIR139"	"-"	"miRNA"	"chr11"	72287184	72385466	"PDE2A"	"-"	"protein_coding"	68	"same"
"159"	"5810_ID"	"8093_ID"	"Pde2a"	"Mir139"	"chr7"	101475375	101475443	"ENSMUST00000083512.1"	"+"	"miRNA"	"chr7"	101421690	101512827	"ENSMUST00000163751.9"	"+"	"protein_coding"	68	"same"	"ENST00000334456.10"	"ENST00000606837.1"	"chr11"	72326106	72326174	"MIR139"	"-"	"miRNA"	"chr11"	72287184	72385466	"PDE2A"	"-"	"protein_coding"	68	"same"
"160"	"5817_ID"	"8101_ID"	"AA467197"	"Mir147"	"chr2"	122640802	122640881	"ENSMUST00000102354.2"	"+"	"miRNA"	"chr2"	122637849	122641191	"ENSMUST00000047498.14"	"+"	"protein_coding"	79	"same"	"ENST00000558435.5"	"ENST00000390185.1"	"chr15"	45725247	45725327	"MIR147B"	"+"	"miRNA"	"chr15"	45722776	45740959	"C15orf48"	"+"	"protein_coding"	80	"same"
"161"	"5828_ID"	"8113_ID"	"Smc4"	"Mir15b"	"chr3"	69009771	69009835	"ENSMUST00000083646.2"	"+"	"miRNA"	"chr3"	69004737	69034623	"ENSMUST00000042901.14"	"+"	"protein_coding"	64	"same"	"ENST00000357388.8"	"ENST00000385045.1"	"chr3"	160122375	160122473	"MIR15B"	"+"	"miRNA"	"chr3"	160117437	160152741	"SMC4"	"+"	"protein_coding"	98	"same"
"162"	"5830_ID"	"8117_ID"	"Smc4"	"Mir16-2"	"chr3"	69009901	69009996	"ENSMUST00000083672.1"	"+"	"miRNA"	"chr3"	69004737	69034623	"ENSMUST00000042901.14"	"+"	"protein_coding"	95	"same"	"ENST00000357388.8"	"ENST00000362117.1"	"chr3"	160122532	160122613	"MIR16-2"	"+"	"miRNA"	"chr3"	160117437	160152741	"SMC4"	"+"	"protein_coding"	81	"same"
"163"	"5842_ID"	"8123_ID"	"Nr6a1"	"Mir181b-2"	"chr2"	38853829	38853918	"ENSMUST00000083644.1"	"+"	"miRNA"	"chr2"	38723369	38927688	"ENSMUST00000112877.7"	"-"	"protein_coding"	89	"opposite"	"ENST00000487099.7"	"ENST00000385004.1"	"chr9"	127455988	127456077	"MIR181B2"	"+"	"miRNA"	"chr9"	127279553	127533590	"NR6A1"	"-"	"protein_coding"	89	"opposite"
"164"	"5843_ID"	"8125_ID"	"Nanos3"	"Mir181c"	"chr8"	84178872	84178961	"ENSMUST00000083549.2"	"-"	"miRNA"	"chr8"	84173730	84185217	"ENSMUST00000211482.1"	"-"	"protein_coding"	89	"same"	"ENST00000591727.1"	"ENST00000384881.1"	"chr19"	13985512	13985622	"MIR181C"	"+"	"miRNA"	"chr19"	13972876	13991569	"NANOS3"	"+"	"processed_transcript"	110	"same"
"165"	"5849_ID"	"8131_ID"	"Zranb2"	"Mir186"	"chr3"	157544278	157544349	"ENSMUST00000083497.1"	"+"	"miRNA"	"chr3"	157534159	157548410	"ENSMUST00000106058.7"	"+"	"protein_coding"	71	"same"	"ENST00000370920.8"	"ENST00000384988.1"	"chr1"	71533313	71533399	"MIR186"	"-"	"miRNA"	"chr1"	71528973	71546718	"ZRANB2"	"-"	"protein_coding"	86	"same"
"166"	"5873_ID"	"8137_ID"	"Tln2"	"Mir190a"	"chr9"	67236659	67236726	"ENSMUST00000102424.2"	"-"	"miRNA"	"chr9"	67217086	67559703	"ENSMUST00000040025.13"	"-"	"protein_coding"	67	"same"	"ENST00000561311.5"	"ENST00000388402.1"	"chr15"	63116155	63116240	"MIR190A"	"+"	"miRNA"	"chr15"	62853563	63136830	"TLN2"	"+"	"protein_coding"	85	"same"
"167"	"5888_ID"	"8149_ID"	"Iars2"	"Mir194-1"	"chr1"	185313318	185313385	"ENSMUST00000083647.1"	"+"	"miRNA"	"chr1"	185284725	185329396	"ENSMUST00000027921.10"	"-"	"protein_coding"	67	"opposite"	"ENST00000366922.3"	"ENST00000384892.1"	"chr1"	220291498	220291583	"MIR194-1"	"-"	"miRNA"	"chr1"	220267473	220321383	"IARS2"	"+"	"protein_coding"	85	"opposite"
"168"	"5921_ID"	"8161_ID"	"Dnm2"	"Mir199a-1"	"chr9"	21496494	21496564	"ENSMUST00000083613.1"	"-"	"miRNA"	"chr9"	21424907	21507754	"ENSMUST00000165766.8"	"+"	"protein_coding"	70	"opposite"	"ENST00000355667.11"	"ENST00000385019.1"	"chr19"	10928101	10928172	"MIR199A1"	"-"	"miRNA"	"chr19"	10828754	10942579	"DNM2"	"+"	"protein_coding"	71	"opposite"
"169"	"5922_ID"	"8162_ID"	"Dnm3"	"Mir199a-2"	"chr1"	162217813	162217923	"ENSMUST00000093618.1"	"+"	"miRNA"	"chr1"	161987301	162478034	"ENSMUST00000086074.11"	"-"	"protein_coding"	110	"opposite"	"ENST00000627582.3"	"ENST00000385289.1"	"chr1"	172113674	172113784	"MIR199A2"	"-"	"miRNA"	"chr1"	171810637	172381857	"DNM3"	"+"	"protein_coding"	110	"opposite"
"170"	"5924_ID"	"8164_ID"	"Dnm1"	"Mir199b"	"chr2"	32318459	32318569	"ENSMUST00000175066.1"	"+"	"miRNA"	"chr2"	32308470	32353338	"ENSMUST00000113365.7"	"-"	"protein_coding"	110	"opposite"	"ENST00000341179.11"	"ENST00000384849.1"	"chr9"	131006999	131007109	"MIR199B"	"-"	"miRNA"	"chr9"	130965657	131017523	"DNM1"	"+"	"protein_coding"	110	"opposite"
"171"	"5944_ID"	"8170_ID"	"Myh7"	"Mir208b"	"chr14"	54975699	54975776	"ENSMUST00000104735.1"	"-"	"miRNA"	"chr14"	54970683	54994626	"ENSMUST00000102803.10"	"-"	"protein_coding"	77	"same"	"ENST00000355349.4"	"ENST00000401172.1"	"chr14"	23887195	23887272	"MIR208B"	"-"	"miRNA"	"chr14"	23881948	23904869	"MYH7"	"-"	"protein_coding"	77	"same"
"172"	"5951_ID"	"8179_ID"	"Dnm3"	"Mir214"	"chr1"	162223367	162223477	"ENSMUST00000083582.1"	"+"	"miRNA"	"chr1"	161987301	162478034	"ENSMUST00000086074.11"	"-"	"protein_coding"	110	"opposite"	"ENST00000627582.3"	"ENST00000385214.1"	"chr1"	172107937	172108047	"MIR214"	"-"	"miRNA"	"chr1"	171810637	172381857	"DNM3"	"+"	"protein_coding"	110	"opposite"
"173"	"5957_ID"	"8189_ID"	"Slit2"	"Mir218-1"	"chr5"	48223941	48224051	"ENSMUST00000083669.1"	"+"	"miRNA"	"chr5"	47983137	48307733	"ENSMUST00000173107.7"	"+"	"protein_coding"	110	"same"	"ENST00000504154.6"	"ENST00000384999.1"	"chr4"	20529897	20530007	"MIR218-1"	"+"	"miRNA"	"chr4"	20253527	20622184	"SLIT2"	"+"	"protein_coding"	110	"same"
"174"	"5958_ID"	"8190_ID"	"Slit3"	"Mir218-2"	"chr11"	35616815	35616925	"ENSMUST00000083649.1"	"+"	"miRNA"	"chr11"	35121223	35708507	"ENSMUST00000069837.3"	"+"	"protein_coding"	110	"same"	"ENST00000519560.6"	"ENST00000385006.1"	"chr5"	168195150	168195260	"MIR218-2"	"-"	"miRNA"	"chr5"	168088744	168728143	"SLIT3"	"-"	"protein_coding"	110	"same"
"175"	"5961_ID"	"8172_ID"	"Vmp1"	"Mir21a"	"chr11"	86584066	86584158	"ENSMUST00000083521.1"	"-"	"miRNA"	"chr11"	86583864	86683836	"ENSMUST00000018315.9"	"-"	"protein_coding"	92	"same"	"ENST00000262291.9"	"ENST00000362134.1"	"chr17"	57918626	57918698	"MIR21"	"+"	"miRNA"	"chr17"	57785014	57919616	"VMP1"	"+"	"protein_coding"	72	"same"
"176"	"5972_ID"	"8205_ID"	"Mcm7"	"Mir25"	"chr5"	138165320	138165404	"ENSMUST00000083460.1"	"-"	"miRNA"	"chr5"	138164582	138172422	"ENSMUST00000000505.15"	"-"	"protein_coding"	84	"same"	"ENST00000621318.4"	"ENST00000384816.1"	"chr7"	99691182	99691266	"MIR25"	"-"	"miRNA"	"chr7"	99690351	99699563	"MCM7"	"-"	"protein_coding"	84	"same"
"177"	"5973_ID"	"8207_ID"	"Ctdspl"	"Mir26a-1"	"chr9"	119031795	119031885	"ENSMUST00000083579.1"	"+"	"miRNA"	"chr9"	118926452	119043998	"ENSMUST00000073109.11"	"+"	"protein_coding"	90	"same"	"ENST00000273179.10"	"ENST00000362205.1"	"chr3"	38010894	38010971	"MIR26A1"	"+"	"miRNA"	"chr3"	37903370	38025960	"CTDSPL"	"+"	"protein_coding"	77	"same"
